sample,encoder,seed,split_axis,split_side,ratio,model,gene_set,n_train,n_test,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro,species,organ,condition
HBCA041,conch,2,x,low,1.0,train_mean,marker_hvg_overlap,8986,2400,181,1.8006633894878395e-07,,-0.032569921411005,0.4929209351539612,0.3377134501934051,0.4071543821471996,0.2265193370165746,0.7734806629834254,0.5,0.1481818708328893,0.2468255064456722,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,coordinate,top50_hvg,8986,2400,50,0.031971797455335,0.0471534001173852,-0.1100487132347188,0.7740087509155273,0.627634584903717,0.2004131371169426,0.7356383218953755,0.264805807658602,0.5002220647769888,0.5279848513799926,0.489066195308744,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,coordinate,top200_hvg,8986,2400,200,0.0385382329559797,0.0416694827619198,-0.1372898921636078,0.5098077654838562,0.3677378296852112,0.3557666974016749,0.2487648842713331,0.7583909305121659,0.5035779073917496,0.1784751106567002,0.2681221351847172,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,coordinate,marker_hvg_overlap,8986,2400,181,0.0389612010962012,0.0416492899794408,-0.1350944380065103,0.5066248774528503,0.366425484418869,0.3565134502496039,0.2425443142194528,0.7644515858932057,0.5034979500563294,0.1758536553147794,0.2689448413218354,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,image,top50_hvg,8986,2400,50,0.5277825164794921,0.5242916793960544,0.2677112706750631,0.6073200106620789,0.4685618877410888,0.5768381413641802,0.8387959284380128,0.5563790655118808,0.6975874969749468,0.720508674270237,0.7468375537661496,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,image,top200_hvg,8986,2400,200,0.3325857008434832,0.3165701543270918,0.1123057962686289,0.4291092157363891,0.2890397906303406,0.5765502575685497,0.3333233084540972,0.8469260277577578,0.5901246681059276,0.3226891730344857,0.4290169950866736,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,image,marker_hvg_overlap,8986,2400,181,0.329067380409379,0.3137608031863892,0.110239789343969,0.4277579188346863,0.2891056835651397,0.577022184797732,0.328000068360972,0.848678121791906,0.588339095076439,0.3185093512568779,0.4273770691116647,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,spatial_knn,top50_hvg,8986,2400,50,0.042341881529428,0.0439555401691189,-0.2623767814040184,0.8276804089546204,0.6469226479530334,0.1722619087789988,0.6431677200512058,0.385389100565611,0.5142784103084085,0.5434777535190082,0.486808313487281,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,spatial_knn,top200_hvg,8986,2400,200,0.0394002675988304,0.0376413120290217,-0.2649858385330298,0.5417013764381409,0.3537447154521942,0.3220211471106039,0.2682517522856921,0.7585109702798463,0.5133813612827692,0.2372352229592866,0.2625328840968174,human,breast,breast IDC
HBCA041,conch,2,x,low,1.0,spatial_knn,marker_hvg_overlap,8986,2400,181,0.038885595858546,0.0375168084449847,-0.2641505435403714,0.5372671484947205,0.3524606823921203,0.3251703418117221,0.2678413042593828,0.7590906958341,0.5134660000467414,0.2376829175922622,0.2630109863133477,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,train_mean,top50_hvg,884,2400,50,1.2745191674667922e-06,,-0.011298083643544,0.6999802589416504,0.5804471969604492,0.3874898456334146,0.82,0.18,0.5,0.5749128576040835,0.5008916666666667,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,train_mean,top200_hvg,884,2400,200,2.667506019526922e-07,,-0.0077071916237758,0.4617075622081756,0.322569340467453,0.4977245163637174,0.225,0.775,0.5,0.1563776139429319,0.2519916666666666,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,train_mean,marker_hvg_overlap,884,2400,181,3.487116141122494e-07,,-0.0075419979851607,0.4590940475463867,0.3200991749763489,0.4944223389525844,0.2154696132596685,0.7845303867403315,0.5,0.1504447292384279,0.2494981583793738,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,coordinate,top50_hvg,884,2400,50,0.0518233982240781,0.0486355605048739,-0.0810150940879248,0.7266591191291809,0.5892304182052612,0.3867319019452649,0.7851980701514353,0.2280256854184788,0.506611877784957,0.5801224373503517,0.5132861620855382,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,coordinate,top200_hvg,884,2400,200,0.0245445892706629,0.0247174014874881,-0.0454650892247082,0.4748717546463012,0.3185600340366363,0.4942187565058338,0.2339693987757575,0.7703376744843147,0.502153536630036,0.1752676058077631,0.263060532554812,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,coordinate,marker_hvg_overlap,884,2400,181,0.0231698080701161,0.0229885950006413,-0.0435468034571707,0.4720924198627472,0.3149465918540954,0.4914911187069447,0.2169579038352097,0.7876467322831929,0.5023023180592013,0.1650989098218013,0.2605167110665113,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,image,top50_hvg,884,2400,50,0.37456473082304,0.3733102475239508,0.0649953373149037,0.6605598330497742,0.5091496706008911,0.4719444656702005,0.7227586213951048,0.5510900523626985,0.6369243368789017,0.6653771591088176,0.6769666827374327,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,image,top200_hvg,884,2400,200,0.2074631342274369,0.2017815444021932,-0.0858234371794969,0.4573776125907898,0.3127573132514953,0.5014886547073062,0.3034560461255442,0.8237593495647618,0.5636076978451531,0.3026972342634389,0.3548718208750155,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,image,marker_hvg_overlap,884,2400,181,0.2063482926923071,0.2014111029323146,-0.0865805950520678,0.4550689160823822,0.3110029399394989,0.499113724281342,0.3014422005210809,0.82444700929587,0.5629446049084755,0.3001007471479615,0.352567631169644,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,spatial_knn,top50_hvg,884,2400,50,0.009761563547072,0.0115715519954837,-0.2144907263666391,0.7682614922523499,0.6185563802719116,0.2959362755906461,0.701427363406761,0.293279231801925,0.497353297604343,0.5715551508699601,0.5032723922896377,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,spatial_knn,top200_hvg,884,2400,200,4.509818078076932e-05,0.0001800935975365,-0.1646272815857082,0.5013175010681152,0.3305262327194214,0.4251876097262963,0.2366742789418652,0.7609107219000077,0.4987925004209366,0.2042865782567519,0.2539484549516927,human,breast,breast IDC
HBCA041,conch,3,y,low,0.1,spatial_knn,marker_hvg_overlap,884,2400,181,-0.0005898206659241,-0.0005089612392499,-0.1614650088511613,0.4973466694355011,0.326896071434021,0.4224839443284873,0.2297321162455266,0.7690161600829789,0.4993741381642528,0.2000789979151191,0.2512757060902731,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,train_mean,top50_hvg,2210,2400,50,4.55958562355363e-07,,-0.0137462237617,0.7009525895118713,0.5826371908187866,0.3866043171712014,0.82,0.18,0.5,0.5749128576040835,0.5008916666666667,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,train_mean,top200_hvg,2210,2400,200,9.149107913709549e-08,,-0.0090501856613644,0.462170660495758,0.3249444663524627,0.4966171693472521,0.23,0.77,0.5,0.1590672271016283,0.2519916666666666,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,train_mean,marker_hvg_overlap,2210,2400,181,7.31463823930609e-08,,-0.0089181744030293,0.4594775140285492,0.3228277564048767,0.493169543006649,0.2154696132596685,0.7845303867403315,0.5,0.1504447292384279,0.2494981583793738,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,coordinate,top50_hvg,2210,2400,50,0.0467830169503577,0.0414743738999324,-0.0583586098160594,0.7186080813407898,0.5744595527648926,0.3829598340899338,0.7397103552901815,0.270497612225792,0.5051039837579867,0.558925408245915,0.5102868859067806,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,coordinate,top200_hvg,2210,2400,200,0.0351367364770703,0.0323621435282106,-0.0355632455071463,0.4712182283401489,0.3125593662261963,0.4931780896158307,0.2245553714411316,0.7797706371466436,0.5021630042938877,0.171770206696304,0.2642649970132085,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,coordinate,marker_hvg_overlap,2210,2400,181,0.0338585942266322,0.0316682802092411,-0.0354551244701563,0.4686853587627411,0.3084055185317993,0.4901260912508951,0.2164864461094587,0.7880684994242517,0.5022774727668552,0.1658856989511399,0.2619414298777324,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,image,top50_hvg,2210,2400,50,0.4235635578632354,0.4165974512913973,0.1409776758868247,0.6337830424308777,0.4888034164905548,0.5133924125673548,0.7373786773136152,0.566134265808878,0.6517564715612467,0.6799459865426292,0.6988355288656749,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,image,top200_hvg,2210,2400,200,0.2598170978296548,0.2482231031319582,0.0274399947327037,0.4358085691928863,0.2934989929199219,0.547092414087286,0.2930613336665201,0.8463565045606652,0.5697089191135927,0.2984946032229402,0.3835722948575271,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,image,marker_hvg_overlap,2210,2400,181,0.2587416302206931,0.2477707133646395,0.0267325815222437,0.4334881603717804,0.2924449741840362,0.5445348771163966,0.2929277268226946,0.8461245034305376,0.569526115126616,0.2975481294464987,0.3813243197494072,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,spatial_knn,top50_hvg,2210,2400,50,-0.0060311961990373,-0.0039334638386089,-0.3151708307117223,0.8057948350906372,0.6343551874160767,0.2158763864758051,0.6268020560943025,0.3466004648214166,0.4867012604578596,0.5429842093128753,0.5031058094215443,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,spatial_knn,top200_hvg,2210,2400,200,-0.0036206983709735,-0.0020686553198254,-0.2149047268554568,0.5189270973205566,0.3352410793304443,0.3590971538155706,0.2267873841372118,0.7638382261660346,0.4953128051516231,0.2070727846481307,0.2538204721613802,human,breast,breast IDC
HBCA041,conch,3,y,low,0.25,spatial_knn,marker_hvg_overlap,2210,2400,181,-0.0035299372900492,-0.0021477888934165,-0.2061537766407208,0.5125594735145569,0.3304127156734466,0.3613922162921169,0.2199070030261267,0.771649883195862,0.4957784431109943,0.2018594534732923,0.2511828996733197,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,train_mean,top50_hvg,8840,2400,50,7.223161465219619e-07,,-0.0126628812339549,0.7006210088729858,0.5815985798835754,0.3871728289668954,0.82,0.18,0.5,0.5749128576040835,0.5008916666666667,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,train_mean,top200_hvg,8840,2400,200,-8.340011300678185e-08,,-0.0082314504772057,0.4619722962379455,0.3242985904216766,0.4971899540575032,0.225,0.775,0.5,0.1560298032548049,0.2519916666666666,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,train_mean,marker_hvg_overlap,8840,2400,181,-8.653883042208686e-08,,-0.0081637728490022,0.4593261778354645,0.3221249282360077,0.4936057492949112,0.2099447513812154,0.7900552486187845,0.5,0.1470884597944242,0.2494981583793738,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,coordinate,top50_hvg,8840,2400,50,0.0629099431871145,0.0513334624328587,-0.0486691348088788,0.7146688103675842,0.5756134390830994,0.3897953022063423,0.7475456226588656,0.2711671806986143,0.50935640167874,0.5746179353339644,0.5160935244061836,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,coordinate,top200_hvg,8840,2400,200,0.0443789371646198,0.0398610589374395,-0.0312107045395168,0.4691944420337677,0.3148585855960846,0.4970874667573662,0.226232554721621,0.7797258285092801,0.5029791916154506,0.174658184013423,0.267257654697167,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,coordinate,marker_hvg_overlap,8840,2400,181,0.0430865473950809,0.0394580599971043,-0.0316027455315754,0.4667126834392547,0.3116389214992523,0.4935569551334386,0.2208044315413794,0.785017299996637,0.5029108657690082,0.1696321803811821,0.2649078348967928,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,image,top50_hvg,8840,2400,50,0.4547172451019287,0.4457272675497723,0.1838033488392829,0.6193135380744934,0.4767729938030243,0.536781447046851,0.7503757084850627,0.5755518892829353,0.6629637988839991,0.6916939380733911,0.7142946073854571,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,image,top200_hvg,8840,2400,200,0.2978027389757335,0.28078501723738,0.0808046852436382,0.4247895777225494,0.2823673784732818,0.5736567794297783,0.2833011131422029,0.8609402915886158,0.5721207023654094,0.2917602502682729,0.4067476514336889,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,image,marker_hvg_overlap,8840,2400,181,0.2968559743249943,0.2803701117126684,0.0809597257866899,0.4221013784408569,0.2810345888137817,0.5718793163297232,0.2814867346912345,0.861650218871988,0.5715684767816113,0.2893320559850819,0.4049066146613216,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,spatial_knn,top50_hvg,8840,2400,50,0.0097906516736838,0.0113191704111579,-0.2448947766423225,0.7816392183303833,0.6182426810264587,0.2461765772403305,0.65176730463493,0.3461506394415775,0.4989589720382538,0.560475735867096,0.5063478232814018,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,spatial_knn,top200_hvg,8840,2400,200,0.0067516213702765,0.005934273963284,-0.1786909037455916,0.5072671175003052,0.3262172937393188,0.3905235447032949,0.2222326293151527,0.7784228070990948,0.500327718207124,0.2076768325038066,0.2565020779992688,human,breast,breast IDC
HBCA041,conch,3,y,low,1.0,spatial_knn,marker_hvg_overlap,8840,2400,181,0.0063549772893671,0.0056916994745973,-0.1757821572213871,0.5028682947158813,0.3226923644542694,0.3897993117872192,0.2172417705085322,0.7836653488434188,0.5004535596759755,0.2037822431437984,0.2539236421896033,human,breast,breast IDC
HBCD036,conch,0,x,high,0.1,train_mean,top50_hvg,898,2400,50,3.549210610742648e-08,,-0.0355848069337298,0.7330163717269897,0.5995129942893982,0.5740596522356427,0.94,0.06,0.5,0.7036510313230889,0.589275,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,train_mean,top200_hvg,898,2400,200,1.7717180836890417e-07,,-0.0190827269200315,0.4677799344062805,0.3230820000171661,0.6430919501312367,0.28,0.72,0.5,0.2026319258887793,0.2714520833333333,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,train_mean,marker_hvg_overlap,898,2400,189,1.7031456317602594e-07,,-0.0189663227967971,0.472002625465393,0.3238190710544586,0.6485331995280706,0.2804232804232804,0.7195767195767195,0.5,0.204042831226231,0.2715410052910053,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,coordinate,top50_hvg,898,2400,50,-0.0349460145481862,-0.0352614035251828,-0.1238068682224746,0.762302041053772,0.616760790348053,0.5605667006467182,0.9048322619401366,0.0998914071501219,0.5023618345451291,0.6959420591002053,0.5544858526739439,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,coordinate,top200_hvg,898,2400,200,-0.0056211263162549,-0.0092442446492807,-0.0951593796162755,0.4858006536960602,0.3335477411746979,0.6325534129528521,0.3175745000953476,0.684214096863409,0.5008942984793783,0.2391090358731323,0.2632074291398428,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,coordinate,marker_hvg_overlap,898,2400,189,-0.0038668731924777,-0.0078900996880924,-0.0933669017356945,0.490191787481308,0.3335413336753845,0.6384929385932473,0.3186899944248442,0.6833931856519829,0.5010415900384135,0.2416105306490098,0.2637926345037848,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,image,top50_hvg,898,2400,50,0.2725053403712809,0.2478133538020611,-0.0880536195449531,0.7323225736618042,0.5729399919509888,0.552681692387774,0.8732426413481522,0.3275843575757048,0.6004134994619285,0.7374021049429131,0.6656537685411464,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,image,top200_hvg,898,2400,200,0.128596566960623,0.1220003429197882,-0.2519457240588963,0.4896568953990936,0.3357223272323608,0.6125232410617975,0.3405798499005641,0.7364930905475565,0.5385364702240603,0.3043568660466795,0.316376569625146,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,image,marker_hvg_overlap,898,2400,189,0.1313221940568096,0.1247429912921234,-0.2531868984341306,0.4932224452495575,0.3366557359695434,0.6192789886918818,0.34354098289589,0.7358658053155307,0.5397033941057102,0.306690720430816,0.3178991123090328,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,spatial_knn,top50_hvg,898,2400,50,0.0089383295644074,0.0061732564384935,-0.1620832956954837,0.7737234234809875,0.6217694282531738,0.5406874463459979,0.8110976332413473,0.19210324465995,0.5016004389506487,0.6771757088666313,0.595131299899537,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,spatial_knn,top200_hvg,898,2400,200,0.0084197768404555,0.0073031662533816,-0.1581093061703723,0.4954827725887298,0.3231925070285797,0.6116974658217101,0.2892405041395618,0.7145906408063939,0.5019155724729778,0.2488386386768659,0.2755864956283045,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.1,spatial_knn,marker_hvg_overlap,898,2400,189,0.0086135270507333,0.0076378360973859,-0.159955788717886,0.5002234578132629,0.3239586651325226,0.6177080865376887,0.290572461553129,0.7133493995814603,0.5019609305672946,0.2494643997071104,0.2757473983942959,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,train_mean,top50_hvg,2246,2400,50,1.2177447524663877e-06,,-0.0328012181492522,0.7319293022155762,0.5993326902389526,0.5761865150614413,0.94,0.06,0.5,0.7036510313230889,0.589275,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,train_mean,top200_hvg,2246,2400,200,3.4134215096210685e-07,,-0.0165586350292596,0.4671366214752197,0.321365475654602,0.6440766463637532,0.285,0.715,0.5,0.2058415717132787,0.2714520833333333,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,train_mean,marker_hvg_overlap,2246,2400,189,4.525712271726769e-07,,-0.0166569587312474,0.4713710844516754,0.3221195936203003,0.6495130157704281,0.2857142857142857,0.7142857142857143,0.5,0.2074392818341669,0.2715410052910053,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,coordinate,top50_hvg,2246,2400,50,-0.0271040366403758,-0.031430148838555,-0.1093060196738224,0.7571190595626831,0.6091172099113464,0.5573723629684114,0.8835760520988019,0.1217977734845147,0.5026869127916584,0.6887919006086609,0.5625354958120148,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,coordinate,top200_hvg,2246,2400,200,0.0016537599351431,-0.0046113233314933,-0.0620244121895552,0.4803932607173919,0.3232116997241974,0.6332870051268772,0.2818792789479564,0.7196317292634496,0.5007555041057031,0.2204555405493858,0.2672511209935255,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,coordinate,marker_hvg_overlap,2246,2400,189,0.0018529803977192,-0.0044494409791291,-0.0636608168026392,0.4851187467575073,0.3240601122379303,0.6386653304129504,0.2874940232313804,0.7144474292426418,0.5009707262370111,0.2257594165244934,0.2675325694909892,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,image,top50_hvg,2246,2400,50,0.3356105216965079,0.3028981913748653,0.0553221325110644,0.6880136728286743,0.5406902432441711,0.5724432253364099,0.9031679524525194,0.3421689688266348,0.6226684606395771,0.7541151438289385,0.6887718395643223,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,image,top200_hvg,2246,2400,200,0.179944595741108,0.1649379954864804,-0.0489285421912791,0.4538283944129944,0.3088847398757934,0.6319148612298469,0.3250086891373693,0.7683014730310809,0.5466550810842251,0.2906809827488069,0.3360953346532442,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,image,marker_hvg_overlap,2246,2400,189,0.1819225727191204,0.1667748118149697,-0.0488837849645673,0.4572029709815979,0.3096994459629059,0.6380162451272327,0.328623509033661,0.766623957738683,0.547623733386172,0.2938503915676255,0.3372097219408421,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,spatial_knn,top50_hvg,2246,2400,50,0.0317166917445138,0.027614890436713,-0.1567474664002656,0.7708999514579773,0.6202097535133362,0.5378131638722458,0.8203389771215176,0.192596640517818,0.5064678088196678,0.6824828033183171,0.5950112423735124,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,spatial_knn,top200_hvg,2246,2400,200,0.021673471237882,0.0193803317986392,-0.148642801400274,0.4931066334247589,0.3219248056411743,0.6101646724116844,0.2839838668205498,0.7239365211079785,0.5039601939642641,0.2488871316675554,0.2769953433254114,human,brain,glioblastoma
HBCD036,conch,0,x,high,0.25,spatial_knn,marker_hvg_overlap,2246,2400,189,0.0216474653826533,0.0191244025501604,-0.1480998213959749,0.4975086450576782,0.3226558566093445,0.616199412362016,0.2855648284053526,0.7220912227695793,0.503828025587466,0.2498896851245014,0.276901888119729,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,train_mean,top50_hvg,8983,2400,50,1.438823229875652e-06,,-0.0336182692160582,0.7324466705322266,0.5993946194648743,0.575928832557788,0.94,0.06,0.5,0.7036510313230889,0.589275,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,train_mean,top200_hvg,8983,2400,200,3.398107208951729e-07,,-0.0160702636027417,0.4672669768333435,0.3212898075580597,0.6439941885201176,0.285,0.715,0.5,0.2058415717132787,0.2714520833333333,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,train_mean,marker_hvg_overlap,8983,2400,189,3.5343655671990095e-07,,-0.0161242731812991,0.4715082347393036,0.3220434784889221,0.6494300430708232,0.2857142857142857,0.7142857142857143,0.5,0.2074392818341669,0.2715410052910053,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,coordinate,top50_hvg,8983,2400,50,-0.0166198590223211,-0.0197393191993741,-0.1093713988084346,0.7582998275756836,0.6104942560195923,0.5518223965103303,0.8838312720562503,0.1227114914001331,0.5032713817281917,0.6850583980368224,0.5668761065816895,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,coordinate,top200_hvg,8983,2400,200,-0.000761442395451,-0.0065969374040253,-0.0658274235483259,0.481411874294281,0.32964888215065,0.6319481262663464,0.302183501571287,0.6996820439861529,0.50093277277872,0.2290382592498786,0.26638680794664,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,coordinate,marker_hvg_overlap,8983,2400,189,0.000187361061945,-0.005834218161058,-0.0671042359659507,0.4860901832580566,0.3305626213550567,0.6372400053393026,0.3038685992534753,0.6981844491865703,0.5010265242200228,0.2319315882475146,0.2668009976753245,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,image,top50_hvg,8983,2400,50,0.3779149055480957,0.3318853890431151,0.125387561651878,0.6626120805740356,0.5266523361206055,0.5897431907165829,0.918856253805398,0.316782248409286,0.617819251107342,0.7582521015894979,0.7081148035946764,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,image,top200_hvg,8983,2400,200,0.207396298184758,0.1859745258914106,0.0240845294174505,0.4379157423973083,0.2990444302558899,0.6475890751429605,0.3244182314940762,0.7699078710144356,0.5471630512542559,0.2876892256726141,0.3508440604010038,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,image,marker_hvg_overlap,8983,2400,189,0.2106635749731804,0.1887167277824089,0.0255847351912596,0.441012442111969,0.29954394698143,0.6533161940497769,0.3280715828754563,0.7685483243539438,0.5483099536147,0.2914986511690401,0.3527978584792814,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,spatial_knn,top50_hvg,8983,2400,50,0.0395453782053664,0.035971544319389,-0.1489139873534441,0.7687019109725952,0.6179234385490417,0.5494171328015759,0.8323508727047952,0.1808112809519483,0.5065810768283717,0.6899311712145711,0.5992003807222887,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,spatial_knn,top200_hvg,8983,2400,200,0.0286440391141513,0.0245888109786975,-0.1413655650615692,0.4926176369190216,0.3204697966575622,0.616419867457957,0.2898685884477096,0.7196282960817668,0.5047484422647383,0.2548228001893542,0.2794801607892151,human,brain,glioblastoma
HBCD036,conch,0,x,high,1.0,spatial_knn,marker_hvg_overlap,8983,2400,189,0.0297501404061679,0.0256383446720634,-0.1417626657735103,0.4969255626201629,0.32117959856987,0.6225076827351517,0.2926625365394205,0.7171975533573349,0.5049300449483777,0.2568288957684214,0.279837159029861,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,train_mean,top50_hvg,904,2400,50,2.3585103111328438e-07,,-0.0833800181181868,0.7672367691993713,0.6250082850456238,0.5048469084984859,0.94,0.06,0.5,0.7198268678695103,0.6142583333333334,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,train_mean,top200_hvg,904,2400,200,1.4911428807965604e-07,,-0.047295995718407,0.5172568559646606,0.3460308313369751,0.5873467319055105,0.275,0.725,0.5,0.205642308643255,0.3120520833333333,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,train_mean,marker_hvg_overlap,904,2400,188,9.754366448969173e-08,,-0.0484926798431151,0.5241552591323853,0.3492036759853363,0.5911562144846906,0.2765957446808511,0.723404255319149,0.5,0.2079771429702046,0.3148559397163121,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,coordinate,top50_hvg,904,2400,50,0.0138905686314683,0.0105327024662797,-0.2369792176410556,0.8185909986495972,0.6659876704216003,0.4658632576443637,0.9008082068304404,0.1009057284221922,0.5008569676263162,0.7079414203439462,0.6219915735498049,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,coordinate,top200_hvg,904,2400,200,0.0071237965021282,0.0071698582903988,-0.1149312021080186,0.5400612950325012,0.367550790309906,0.5684598849931962,0.3211148385204514,0.681287901765111,0.5012013701427812,0.2461102926504912,0.3157144381189434,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,coordinate,marker_hvg_overlap,904,2400,188,0.0068410272199779,0.0071167128799862,-0.1176476145623034,0.5477885603904724,0.3718287944793701,0.5720128630453313,0.3309820756089414,0.6714406747478961,0.5012113751784188,0.2542658374903246,0.3179180283387218,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,image,top50_hvg,904,2400,50,0.2835456041991711,0.242791259343899,-0.0873433911660686,0.7589453458786011,0.6066228747367859,0.4891380229794648,0.892200451555994,0.2820900057691153,0.5871452286625547,0.7530819120062572,0.6973617443243366,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,image,top200_hvg,904,2400,200,0.1411049374073627,0.122984094267134,-0.1222718012949917,0.5209230184555054,0.3570193946361542,0.5639748044430404,0.3474256826580992,0.7285940383744826,0.538009860516291,0.317110494285602,0.3623140546188992,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,image,marker_hvg_overlap,904,2400,188,0.143564877548302,0.1248139014294602,-0.1165597375365905,0.5269467234611511,0.3601681292057037,0.5689876031311043,0.352366739646365,0.7254571302510454,0.5389119349487053,0.3208969098862562,0.3661119681507652,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,spatial_knn,top50_hvg,904,2400,50,0.017318677008152,0.0171306208268475,-0.2028191294427961,0.808184027671814,0.6569679975509644,0.471233397969886,0.8710181412030706,0.1314774761368544,0.5012478086699625,0.7121163782893152,0.6223569974061732,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,spatial_knn,top200_hvg,904,2400,200,0.0170865300884844,0.016840192359834,-0.1378544210479594,0.5397211909294128,0.3622338771820068,0.5625301392447775,0.3115968406737299,0.6938000727117536,0.5026984566927417,0.2662229577540719,0.3196946179447774,human,brain,glioblastoma
HBCD036,conch,1,y,high,0.1,spatial_knn,marker_hvg_overlap,904,2400,188,0.0178760822524969,0.0174027067094492,-0.1364696842861024,0.5465627312660217,0.3659280240535736,0.5671136582462938,0.3182236345391614,0.6875568237723014,0.5028902291557314,0.2698874430073139,0.3226858381010829,human,brain,glioblastoma
