sample,encoder,seed,split_axis,split_side,ratio,model,gene_set,n_train,n_test,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro,species,organ,condition
FFHO026,conch,0,x,high,0.25,train_mean,marker_hvg_overlap,2222,2400,195,-5.01528243819102e-07,,-0.0329871631199216,0.5642454028129578,0.4461406469345093,0.5182754718369561,0.3846153846153846,0.6153846153846154,0.5,0.2701241418756435,0.3820619658119658,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,coordinate,top50_hvg,2222,2400,50,0.0252733065094798,0.0233015579508433,-0.1702717391599435,0.8392342925071716,0.6658331751823425,0.4067260734992081,0.7349138311054577,0.2746070122374697,0.5047604216714637,0.6034450847641891,0.5968667080602521,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,coordinate,top200_hvg,2222,2400,200,0.005546702499123,0.0044321441140063,-0.1142382089402235,0.5864235162734985,0.4345885813236236,0.4607067100223199,0.289569428782559,0.7112214118418568,0.5003954203122079,0.2341881207298552,0.3821535956061502,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,coordinate,marker_hvg_overlap,2222,2400,195,0.0051256437426229,0.0039034291615337,-0.115310671040042,0.5894788503646851,0.4376285672187805,0.4611554690223498,0.2969942859308297,0.7038168326583146,0.5004055592945722,0.240192944338313,0.3843218148843889,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,image,top50_hvg,2222,2400,50,0.3925143153965473,0.3875649314720164,0.1100945027451962,0.7065345644950867,0.5595104098320007,0.5326239229146726,0.8674660857619898,0.3624614724614697,0.6149637791117297,0.7461541773233145,0.7279470273037013,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,image,top200_hvg,2222,2400,200,0.2625083503359928,0.2612892694318698,0.0251007115426909,0.5266948342323303,0.400484174489975,0.5260334360323289,0.4650133380267066,0.6868455983097174,0.575929468168212,0.43455411490898,0.4865286980745347,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,image,marker_hvg_overlap,2222,2400,195,0.2633582568560273,0.2618945577357686,0.0256251182555644,0.5288941264152527,0.4022823870182037,0.5276221868953752,0.4692768848759457,0.6834382833848444,0.5763575841303951,0.4381297131566953,0.4892646837189915,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,spatial_knn,top50_hvg,2222,2400,50,0.0225093495182227,0.0186214845422959,-0.1087636262943851,0.8133530616760254,0.6574414968490601,0.446162623818018,0.8180912716812193,0.1913588239001476,0.5047250477906835,0.6822018748185055,0.5987424760560789,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,spatial_knn,top200_hvg,2222,2400,200,0.0038951453260597,0.0028450445837609,-0.1099887007666257,0.5811576247215271,0.4369495213031769,0.4754130440351614,0.3626093784870033,0.6352131498716175,0.4989112641793105,0.3262888153373755,0.3816043609624022,human,ovary,ovarian adenocarcinoma
FFHO026,conch,0,x,high,0.25,spatial_knn,marker_hvg_overlap,2222,2400,195,0.0046807531568517,0.0036356155343977,-0.1098687125136329,0.5838916897773743,0.4394122064113617,0.4768644616193086,0.3683388727076877,0.6298444479700458,0.4990916603388668,0.3311162143495941,0.3843054083776856,human,ovary,ovarian adenocarcinoma
