source,n_captions,n_cell_types,fraction_explicit_cell_type_mention,fraction_image_pair_number,fraction_exact_duplicate_normalized,fraction_duplicate_after_label_removal,median_word_count,p05_word_count,p95_word_count,cell_type_from_full_caption.n_examples,cell_type_from_full_caption.n_classes,cell_type_from_full_caption.accuracy,cell_type_from_full_caption.macro_f1,cell_type_from_full_caption.majority_accuracy,cell_type_after_explicit_label_removal.n_examples,cell_type_after_explicit_label_removal.n_classes,cell_type_after_explicit_label_removal.accuracy,cell_type_after_explicit_label_removal.macro_f1,cell_type_after_explicit_label_removal.majority_accuracy
captions_output_HD_a,1070,2,1.0,0.0093457943925233,0.0,0.0,41.0,33.45,57.0,1070,2,1.0,1.0,0.9299065420560748,1070,2,0.9990654205607477,0.9963931652166292,0.9299065420560748
