sample,encoder,seed,split_axis,split_side,model,gene_set,n_train_cells,n_test_cells,coordinate_units_per_micron,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro
HLCX022,conch,0,x,high,pseudo_spot_8um,top200_hvg,8488,2400,4.705882,200,0.2336712503014132,0.2192937932020859,0.0540639830362488,0.3163178563117981,0.1714109629392624,0.4059989155014733,0.0880295361295554,0.9745489128278028,0.5312892244786792,0.0966304695368924,0.2565777883489227
HLCX022,conch,0,x,high,pseudo_spot_16um,top50_hvg,8488,2400,4.705882,50,0.3817784616351127,0.365839919051292,0.153885659254156,0.4383865296840668,0.3008879423141479,0.3903860118616575,0.3340699013803636,0.8964740638073622,0.6152719825938628,0.3566594002559658,0.47695935108333
HLCX022,conch,0,x,high,pseudo_spot_16um,top200_hvg,8488,2400,4.705882,200,0.2319478069478646,0.2181073438773976,0.0528961027116747,0.3166332542896271,0.1720602661371231,0.4039802278834346,0.0882789177049312,0.9736548091572256,0.5309668634310784,0.0966410504913677,0.2550073510922638
HLCX022,conch,0,x,high,pseudo_spot_55um,top50_hvg,8488,2400,4.705882,50,0.3335628241300583,0.3272823449231279,0.1110123918391764,0.4556066989898681,0.3108167946338653,0.3588876644622082,0.2854213287210296,0.8981760560750994,0.5917986923980646,0.3047728943299225,0.4386956279445426
HLCX022,conch,0,x,high,pseudo_spot_55um,top200_hvg,8488,2400,4.705882,200,0.2020323939900845,0.1914509469982897,0.0337711211626083,0.3234237134456634,0.1756755411624908,0.3857302987194185,0.0772887503273037,0.9738780292637936,0.5255833897955489,0.0854166526191556,0.2338905360930031
HLCX022,conch,1,y,high,cell_image,top50_hvg,8820,2400,4.705882,50,0.2529644223302603,0.2340171847021664,-0.1198977225989801,0.4164268374443054,0.3059496283531189,0.2299343469242939,0.3375087953896086,0.8394252421984999,0.5884670187940543,0.2838615518850003,0.3194845275441768
HLCX022,conch,1,y,high,cell_image,top200_hvg,8820,2400,4.705882,200,0.1456172809237614,0.1346794114091266,-0.1165797997718618,0.2952900528907776,0.169486716389656,0.270772736641043,0.0884416818397938,0.959209886673478,0.5238257842566358,0.0775865712464898,0.1687735099909626
HLCX022,conch,1,y,high,train_mean,top50_hvg,8820,2400,4.705882,50,3.962644985477937e-07,,-0.3001386970840394,0.4624022841453552,0.3688408434391022,0.0859744877850605,0.2,0.8,0.5,0.0818030933441532,0.1705333333333333
HLCX022,conch,1,y,high,train_mean,top200_hvg,8820,2400,4.705882,200,1.4681872034127966e-07,,-0.1223815249623339,0.3135552704334259,0.1834706962108612,0.1642518822946166,0.05,0.95,0.5,0.0204507733360383,0.0924687499999999
HLCX022,conch,1,y,high,pseudo_spot_8um,top50_hvg,8820,2400,4.705882,50,0.2531705571711063,0.2338912369051647,-0.124161880116444,0.4172409474849701,0.3073916137218475,0.2291388090902706,0.3429062416067962,0.8366307813747254,0.5897685114907608,0.2861355670166379,0.321005919959384
HLCX022,conch,1,y,high,pseudo_spot_8um,top200_hvg,8820,2400,4.705882,200,0.1457600155961699,0.1344801831166704,-0.1174942033761181,0.2955241203308105,0.1700425297021865,0.2712181135670907,0.0899848327685138,0.9584932735679392,0.5242390531682265,0.0784255966111416,0.1692254580389366
HLCX022,conch,1,y,high,pseudo_spot_16um,top50_hvg,8820,2400,4.705882,50,0.2517299853265285,0.2311203635799888,-0.1303630530554801,0.4193075299263,0.3093667030334472,0.2302160106861354,0.3445441218863515,0.8314836339608065,0.588013877923579,0.2863130931605689,0.3188677221932725
HLCX022,conch,1,y,high,pseudo_spot_16um,top200_hvg,8820,2400,4.705882,200,0.1447249491279944,0.1330255883016016,-0.1114348735701787,0.296114057302475,0.1704432517290115,0.2720534589233715,0.0903015806334163,0.9572226074415034,0.5237620940374599,0.0784816685265763,0.1681397659120298
HLCX022,conch,1,y,high,pseudo_spot_55um,top50_hvg,8820,2400,4.705882,50,0.2191565464064478,0.2051309932523929,-0.1578904613479972,0.4215198755264282,0.3086822628974914,0.2080617576546322,0.29940366855337,0.8401046373257921,0.569754152939581,0.2459921111031652,0.2933320527314005
HLCX022,conch,1,y,high,pseudo_spot_55um,top200_hvg,8820,2400,4.705882,200,0.118605472024933,0.1118809258503877,-0.156315276796231,0.2982942759990692,0.171008825302124,0.259576375166473,0.0802240253278743,0.958935535703749,0.5195797805158117,0.0699894411431974,0.1525880390490931
HLCX022,conch,2,x,low,cell_image,top50_hvg,8494,2400,4.705882,50,0.3197122690081596,0.3177046942171323,0.0785385027434676,0.4680244326591491,0.3376320600509643,0.4212882541194858,0.4308596222446381,0.7899070235923666,0.6103833229185024,0.4015737978857507,0.4134096245581168
HLCX022,conch,2,x,low,cell_image,top200_hvg,8494,2400,4.705882,200,0.1815043542347848,0.1737590672820862,0.0017905521577995,0.3082018196582794,0.1779822409152984,0.4193171992960464,0.1117472265300467,0.946295837674816,0.5290215321024313,0.1070373105612985,0.2045383278111099
HLCX022,conch,2,x,low,train_mean,top50_hvg,8494,2400,4.705882,50,-3.012377425992696e-07,,-0.0120239233597385,0.5112520456314087,0.3863558173179626,0.3073840946565344,0.18,0.82,0.5,0.1123380978344848,0.257575
HLCX022,conch,2,x,low,train_mean,top200_hvg,8494,2400,4.705882,200,-1.8943958251712786e-07,,-0.0089336420155314,0.3252541422843933,0.1897662580013275,0.3533389310412174,0.045,0.955,0.5,0.0280845244586212,0.1235687499999999
HLCX022,conch,2,x,low,pseudo_spot_8um,top50_hvg,8494,2400,4.705882,50,0.3208473858237266,0.3187535948979171,0.078755242768675,0.4679495096206665,0.3378965258598327,0.4212696025534496,0.4331147200084643,0.7889210959669286,0.6110179079876964,0.4030569128708648,0.4142487479027746
HLCX022,conch,2,x,low,pseudo_spot_8um,top200_hvg,8494,2400,4.705882,200,0.182271623397246,0.1745845525206964,0.0015647887135128,0.308167964220047,0.1781662106513977,0.4194328075742545,0.1123570510482116,0.9460057750495916,0.5291814130489016,0.1075166086244558,0.2048508508524426
HLCX022,conch,2,x,low,pseudo_spot_16um,top50_hvg,8494,2400,4.705882,50,0.3183752298355102,0.3161130729947482,0.0776231916621327,0.4687572121620178,0.3381433486938476,0.4202021894803366,0.4284006174241057,0.7896073985291341,0.6090040079766199,0.399455952547425,0.4128070756110352
HLCX022,conch,2,x,low,pseudo_spot_16um,top200_hvg,8494,2400,4.705882,200,0.1805842255428433,0.1732820101127176,0.0019395627916674,0.3084934055805206,0.1781699508428573,0.4184962680885607,0.1115168531850698,0.9461504180628963,0.528833635623983,0.1070851869569106,0.2039587768636341
HLCX022,conch,2,x,low,pseudo_spot_55um,top50_hvg,8494,2400,4.705882,50,0.2546098230779171,0.2555994459046333,0.0397244460741058,0.4858454167842865,0.3503145277500152,0.3852032885441158,0.3515914053170882,0.7967957516969432,0.5741935785070157,0.3346397196674942,0.3739932651393572
HLCX022,conch,2,x,low,pseudo_spot_55um,top200_hvg,8494,2400,4.705882,200,0.1391769018344348,0.1345574100019085,-0.0170721298056014,0.3161389231681824,0.1801308691501617,0.3946041304609066,0.0914556984759973,0.9481130169978482,0.5197843577369228,0.0893462303682111,0.1808635709753919
HLCX022,conch,3,y,low,cell_image,top50_hvg,9042,2400,4.705882,50,0.3181201866455376,0.3182082589869609,0.0170880040538031,0.4698896408081054,0.3473093509674072,0.4487422389114222,0.4109120769180093,0.7858245987138036,0.5983683378159064,0.3880736902661526,0.4467614675833694
HLCX022,conch,3,y,low,cell_image,top200_hvg,9042,2400,4.705882,200,0.1862500441842712,0.1803485770446496,-0.0005700090632308,0.3133075535297394,0.1849772185087204,0.4580632895705713,0.1049146945605062,0.9458735961794994,0.5253941453700027,0.1007147185672767,0.2234630353560789
HLCX022,conch,3,y,low,train_mean,top50_hvg,9042,2400,4.705882,50,-5.145091445513117e-07,,-0.0545972962623909,0.519116997718811,0.3904246091842651,0.3397973861117642,0.18,0.82,0.5,0.1217995052893817,0.2923
HLCX022,conch,3,y,low,train_mean,top200_hvg,9042,2400,4.705882,200,-9.863670645066102e-08,,-0.0247348136712298,0.3339319229125976,0.1930978298187255,0.3905715985998754,0.045,0.955,0.5,0.0304498763223454,0.1383062499999999
HLCX022,conch,3,y,low,pseudo_spot_8um,top50_hvg,9042,2400,4.705882,50,0.318697469253093,0.318633138868624,0.0176299626188119,0.469641774892807,0.347323477268219,0.4487129912841188,0.4120868005328003,0.7845045883460248,0.5982956944394126,0.388288526751369,0.4473792056243602
HLCX022,conch,3,y,low,pseudo_spot_8um,top200_hvg,9042,2400,4.705882,200,0.1868034500323119,0.1805604851098403,-0.000223998516958,0.3131940066814422,0.1850433647632599,0.4581786236106802,0.1052819623371519,0.9454963520612792,0.5253891571992155,0.1008561619286477,0.2240764846335906
HLCX022,conch,3,y,low,pseudo_spot_16um,top50_hvg,9042,2400,4.705882,50,0.3164276867732405,0.3158934776547887,0.0155816059187054,0.4705704748630523,0.3474788963794708,0.4466892390851221,0.409681475754853,0.7845913145222363,0.5971363951385447,0.3867008244792723,0.4468738205995772
HLCX022,conch,3,y,low,pseudo_spot_16um,top200_hvg,9042,2400,4.705882,200,0.184347809148021,0.1779929410682845,-0.0007635897706313,0.3136097490787506,0.1847627609968185,0.4567728241043583,0.1044854750487798,0.9455325841499804,0.5250090295993801,0.1001499668225177,0.2228240921039398
