encoder,species,organ,target,train_samples,seed,ratio,model,gene_set,n_train,n_test,n_shared_genes,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro
conch,human,ovary,FFHO026,HOCD032;HOCW023,0,1.0,train_mean,top50_hvg,24000,12000,352,50,6.704335561380503e-07,,-0.4282605070612771,0.7981998920440674,0.5123968124389648,0.2123783835246932,0.0,1.0,0.5,0.0,0.393695
conch,human,ovary,FFHO026,HOCD032;HOCW023,0,1.0,train_mean,top200_hvg,24000,12000,352,200,3.4374217964501336e-08,,-0.2493691294233501,0.5528396368026733,0.2641317248344421,0.3156741777813051,0.0,1.0,0.5,0.0,0.2193182579564489
conch,human,ovary,FFHO026,HOCD032;HOCW023,0,1.0,train_mean,marker_hvg_overlap,24000,12000,352,186,8.474335544406132e-08,,-0.2246279471523037,0.5654342770576477,0.2697592079639435,0.3430753994720274,0.0,1.0,0.5,0.0,0.2240310810810811
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.1,image,top50_hvg,2400,12000,352,50,0.0699740898516029,0.0714364994072192,-0.5969413679745048,0.8527535200119019,0.5221686959266663,0.1212523728477163,0.0258818671111993,0.9845146780919322,0.5051982726015658,0.0360769164883721,0.4213800132641309
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.1,image,top200_hvg,2400,12000,352,200,0.030234107424753,0.0297586805446245,-0.3462705544299029,0.5751094818115234,0.2743163704872131,0.1547819323124112,0.0066132037837575,0.9960816413060528,0.5013375774225587,0.0092708070378794,0.2301571108756606
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.1,image,marker_hvg_overlap,2400,12000,352,186,0.0308670764977766,0.0305285577534227,-0.3257276866559845,0.5880166888237,0.2817282974720001,0.1548097669715975,0.0070923557054028,0.9958101697481192,0.5014399388612154,0.0099300676156522,0.2350937488939082
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.1,train_mean,top50_hvg,2400,12000,352,50,8.730567828152403e-07,,-0.4287378606991842,0.7995094656944275,0.5120895504951477,0.2136004992428079,0.0,1.0,0.5,0.0,0.393695
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.1,train_mean,top200_hvg,2400,12000,352,200,5.911566520766632e-07,,-0.2528566375624736,0.5535829067230225,0.2639842629432678,0.3140621586756186,0.0,1.0,0.5,0.0,0.2193182579564489
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.1,train_mean,marker_hvg_overlap,2400,12000,352,186,5.581254468895653e-07,,-0.2294063043064041,0.5662068128585815,0.2697038948535919,0.340170176898993,0.0,1.0,0.5,0.0,0.2240310810810811
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.25,image,top50_hvg,6000,12000,352,50,0.0394864974197116,0.0386069871205035,-0.6579738290421665,0.8663886189460754,0.5200434327125549,0.1558547190706685,0.0104588426982613,0.9954174091233848,0.5029381259108231,0.01668399094596,0.4076466161625109
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.25,image,top200_hvg,6000,12000,352,200,0.030475921537224,0.0286054138835172,-0.3503708766455102,0.580682635307312,0.266673594713211,0.1741458784920653,0.0026278499241862,0.9988543522808462,0.500738222590659,0.0041919575241105,0.2290558116574221
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.25,image,marker_hvg_overlap,6000,12000,352,186,0.0329401251221251,0.0310550074175084,-0.3241730303629427,0.5934540033340454,0.2737651765346527,0.1737042820411023,0.0028083735632632,0.998775272991776,0.5007885132045244,0.0044732736539375,0.2346552369957963
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.25,train_mean,top50_hvg,6000,12000,352,50,5.407490147035787e-07,,-0.4266838510718662,0.7974759936332703,0.5128214359283447,0.211577005013637,0.0,1.0,0.5,0.0,0.393695
conch,human,ovary,FFHO026,HOCD032;HOCW023,1,0.25,train_mean,top200_hvg,6000,12000,352,200,1.6116290119077978e-07,,-0.2519674162805912,0.552503764629364,0.2644772827625274,0.3151745136588734,0.0,1.0,0.5,0.0,0.2193182579564489
