encoder,species,organ,target,train_samples,seed,ratio,model,gene_set,n_train,n_test,n_shared_genes,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.1,image,top200_hvg,2400,12000,192,190,0.1253995350411611,0.1228083320741479,-0.0559675125131092,0.3696421086788177,0.166801631450653,0.4751439361751954,0.07744489471466,0.9603672331834966,0.5188012153596167,0.085293953951554,0.1864471718588098
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.1,image,marker_hvg_overlap,2400,12000,192,155,0.1284113530257356,0.1259218883593433,-0.0561722192969623,0.3825130462646484,0.1826136857271194,0.4645411430790956,0.0808246403054553,0.9580690646253488,0.5194468524654021,0.0892017319054794,0.2020979587528651
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.1,train_mean,top50_hvg,2400,12000,192,50,1.858141681765346e-07,,-0.1410998603382904,0.6567937731742859,0.4342908859252929,0.3003442301525889,0.1,0.9,0.5,0.0728563068214633,0.3275116666666667
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.1,train_mean,top200_hvg,2400,12000,192,190,5.2007947146759256e-08,,-0.057078440663255,0.3917492926120758,0.1677682995796203,0.4306761092526355,0.0264550264550264,0.9736842105263158,0.5,0.0192741552437733,0.1313183421516754
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.1,train_mean,marker_hvg_overlap,2400,12000,192,155,2.1428334770389584e-08,,-0.0603816408697316,0.4046380221843719,0.182863250374794,0.4182460107970061,0.032258064516129,0.967741935483871,0.5,0.0235020344585365,0.1423774193548387
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.25,image,top50_hvg,6000,12000,192,50,0.3036954252421855,0.3039414722541438,-0.0657422630209475,0.6009809374809265,0.4046820104122162,0.4197779947282266,0.327816388695118,0.8284027466738852,0.5781095676845016,0.3478134806830746,0.4810882168915775
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.25,image,top200_hvg,6000,12000,192,190,0.1472481554310585,0.1443395886161986,-0.0362009729502249,0.3652227818965912,0.1655591875314712,0.4942374716047216,0.0870016748884504,0.9546706290732476,0.5207162330101435,0.0925062641229292,0.1979028908353434
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.25,image,marker_hvg_overlap,6000,12000,192,155,0.1546372860880388,0.1519776802634801,-0.037462441962693,0.3778885006904602,0.1815776824951172,0.4858849445329395,0.0916342723696385,0.9516024759219897,0.5216183741458141,0.097587842935188,0.2151910254556455
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.25,train_mean,top50_hvg,6000,12000,192,50,1.134617438225405e-07,,-0.139916323174627,0.6560623645782471,0.4361713826656341,0.3010455891584708,0.1,0.9,0.5,0.0728563068214633,0.3275116666666667
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.25,train_mean,top200_hvg,6000,12000,192,190,1.1373337341281587e-07,,-0.0559813137910445,0.3913835287094116,0.1686713248491287,0.4313807170494007,0.0264550264550264,0.9736842105263158,0.5,0.0192741552437733,0.1313183421516754
conch,human,breast,HBCA041,HBCH024;HBES040,1,0.25,train_mean,marker_hvg_overlap,6000,12000,192,155,1.4418667172050493e-07,,-0.0591288702906671,0.4044046700000763,0.1839701235294342,0.4180235559817692,0.032258064516129,0.967741935483871,0.5,0.0235020344585365,0.1423774193548387
conch,human,breast,HBCA041,HBCH024;HBES040,1,1.0,image,top50_hvg,24000,12000,192,50,0.3108477378636599,0.3102441408495428,-0.0540806342987343,0.6018354296684265,0.404297262430191,0.4217299570588133,0.3124545857160081,0.8424296610237327,0.5774421233698704,0.3382351944946786,0.4855726936686276
conch,human,breast,HBCA041,HBCH024;HBES040,1,1.0,image,top200_hvg,24000,12000,192,190,0.1572171628947587,0.1522242333079746,-0.0256798504122237,0.3651884794235229,0.1635600626468658,0.4991777436578898,0.0826830375606281,0.9585231053628672,0.520493344227258,0.0895261670638757,0.2057493745559048
conch,human,breast,HBCA041,HBCH024;HBES040,1,1.0,image,marker_hvg_overlap,24000,12000,192,155,0.1723849176098743,0.1672620712128611,-0.0267114400683391,0.3777455389499664,0.1793342977762222,0.4910728457933044,0.0869272221954168,0.955828705272066,0.5213779637337415,0.0943081228738359,0.2237988276951421
conch,human,breast,HBCA041,HBCH024;HBES040,1,1.0,train_mean,top50_hvg,24000,12000,192,50,5.731491327765071e-08,,-0.1388979696371825,0.6558208465576172,0.4368521273136139,0.2979292704011786,0.12,0.88,0.5,0.0857115915582161,0.3275116666666667
conch,human,breast,HBCA041,HBCH024;HBES040,1,1.0,train_mean,top200_hvg,24000,12000,192,190,6.344944250660891e-08,,-0.0557603518391092,0.3912580609321594,0.1689428389072418,0.4299746667563663,0.0317460317460317,0.968421052631579,0.5,0.0226750242217503,0.1313183421516754
conch,human,breast,HBCA041,HBCH024;HBES040,1,1.0,train_mean,marker_hvg_overlap,24000,12000,192,155,7.511422589299944e-08,,-0.0588589780955361,0.4042311310768127,0.1842433810234069,0.4171046070847434,0.0387096774193548,0.9612903225806452,0.5,0.0276489005026503,0.1423774193548387
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.1,image,top50_hvg,2400,12000,192,50,0.281198893059045,0.280251232467373,-0.0815053994004847,0.6065006256103516,0.4062179625034332,0.4078161747800345,0.308501840991805,0.8388606197721401,0.5736812303819727,0.3357901091591279,0.4684104320222272
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.1,image,top200_hvg,2400,12000,192,190,0.1267616611438912,0.1249235130446727,-0.0618274263504346,0.3684806227684021,0.1674081087112426,0.4778279785757875,0.0824435132865711,0.9572176315568136,0.5197173915527951,0.090275023164476,0.1867826426245421
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.1,image,marker_hvg_overlap,2400,12000,192,155,0.1284636275369614,0.1270203540226812,-0.0612754103996145,0.3816661834716797,0.1835644394159317,0.4674893221637525,0.0865313677632799,0.9541140753162476,0.5203227215397638,0.0948379317009057,0.2018712474604964
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.1,train_mean,top50_hvg,2400,12000,192,50,1.0869034374749733e-07,,-0.1384979601937812,0.6553435325622559,0.4360305070877075,0.3000019954978185,0.12,0.88,0.5,0.0857115915582161,0.3275116666666667
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.1,train_mean,top200_hvg,2400,12000,192,190,2.349175807427984e-08,,-0.0562230344319725,0.3910867571830749,0.1685640960931778,0.4306006739982613,0.0317460317460317,0.968421052631579,0.5,0.0226750242217503,0.1313183421516754
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.1,train_mean,marker_hvg_overlap,2400,12000,192,155,-1.9939127961624453e-08,,-0.0596173570975342,0.4041415452957153,0.1836699694395065,0.4172373245459592,0.0387096774193548,0.9612903225806452,0.5,0.0276489005026503,0.1423774193548387
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.25,image,top50_hvg,6000,12000,192,50,0.3066355181112885,0.3068092858318654,-0.0634006989188492,0.6026440262794495,0.403591513633728,0.4184420412219681,0.3221384285777482,0.8379557150224163,0.5800470718000823,0.3478989465156729,0.4835294511052327
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.25,image,top200_hvg,6000,12000,192,190,0.14959743390283,0.1466255219099485,-0.034671013724672,0.3659234941005707,0.1645763963460922,0.4930243930418163,0.0853494300929738,0.95731602598626,0.521219807473443,0.0922843243201927,0.1996338630810503
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.25,image,marker_hvg_overlap,6000,12000,192,155,0.1570658684584252,0.1541057940426675,-0.0359105914182427,0.3786321878433227,0.1803183704614639,0.4849335453049587,0.0897397543569196,0.9545969601424672,0.5221683572496933,0.0972420387978619,0.216917299814283
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.25,train_mean,top50_hvg,6000,12000,192,50,-2.862846859130741e-08,,-0.1392912311774853,0.6560274362564087,0.4364888668060303,0.2992183835876822,0.1,0.9,0.5,0.0728563068214633,0.3275116666666667
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.25,train_mean,top200_hvg,6000,12000,192,190,-4.6658452944118896e-08,,-0.0561580457004638,0.3913924396038055,0.1686596423387527,0.4305882030577908,0.0264550264550264,0.9736842105263158,0.5,0.0192741552437733,0.1313183421516754
conch,human,breast,HBCA041,HBCH024;HBES040,2,0.25,train_mean,marker_hvg_overlap,6000,12000,192,155,-4.655015592490027e-08,,-0.0593657426698384,0.4043805599212646,0.1839504688978195,0.4177230359434816,0.032258064516129,0.967741935483871,0.5,0.0235020344585365,0.1423774193548387
conch,human,breast,HBCA041,HBCH024;HBES040,2,1.0,image,top50_hvg,24000,12000,192,50,0.3132326694950461,0.313266084018837,-0.0521052507501735,0.6008111238479614,0.4037787318229675,0.4252787449992019,0.3146259143088642,0.8423246035428571,0.5784752589258607,0.3402579463883491,0.4869834686440438
conch,human,breast,HBCA041,HBCH024;HBES040,2,1.0,image,top200_hvg,24000,12000,192,190,0.1579345895181331,0.153226723094764,-0.024988615260068,0.3647409081459045,0.16348697245121,0.5013712792161427,0.083267056958883,0.9584948844207666,0.5207711687967581,0.0900802251178497,0.2061717206792804
conch,human,breast,HBCA041,HBCH024;HBES040,2,1.0,image,marker_hvg_overlap,24000,12000,192,155,0.1731387940656033,0.1683373889775128,-0.0259686167270692,0.3772914409637451,0.1792743653059005,0.4932552363822001,0.0875307783426857,0.9558820477178386,0.5217064130302622,0.0948946099719191,0.2242270602220967
conch,human,breast,HBCA041,HBCH024;HBES040,2,1.0,train_mean,top50_hvg,24000,12000,192,50,5.731491327765071e-08,,-0.1388979696371825,0.6558208465576172,0.4368521273136139,0.2979292704011786,0.12,0.88,0.5,0.0857115915582161,0.3275116666666667
conch,human,breast,HBCA041,HBCH024;HBES040,2,1.0,train_mean,top200_hvg,24000,12000,192,190,6.344944250660891e-08,,-0.0557603518391092,0.3912580609321594,0.1689428389072418,0.4299746667563663,0.0317460317460317,0.968421052631579,0.5,0.0226750242217503,0.1313183421516754
conch,human,breast,HBCA041,HBCH024;HBES040,2,1.0,train_mean,marker_hvg_overlap,24000,12000,192,155,7.511422589299944e-08,,-0.0588589780955361,0.4042311310768127,0.1842433810234069,0.4171046070847434,0.0387096774193548,0.9612903225806452,0.5,0.0276489005026503,0.1423774193548387
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.1,image,top50_hvg,2400,12000,192,50,0.1154014254419598,0.1106319048545427,-26.631605944633485,0.5450005531311035,0.4144437909126282,0.1384403934127372,0.562494513977829,0.608222520359557,0.585358517168693,0.090452184010229,0.0932282849642728
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.1,image,top200_hvg,2400,12000,192,192,0.0515564124533973,0.0493186772599019,-10.370155149867225,0.3004626035690307,0.166079893708229,0.1388111485364444,0.1748832708081896,0.8917006631922894,0.5290330043167902,0.0317412722983843,0.0383470001127363
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.1,image,marker_hvg_overlap,2400,12000,192,155,0.0525053891550464,0.050000681376477,-7.4858390281036975,0.3087297081947326,0.1827831715345382,0.1392804141284887,0.1775498099523512,0.8822515348127288,0.5299006723825399,0.0324939758730152,0.0397327406856894
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.1,train_mean,top50_hvg,2400,12000,192,50,-1.3399118668644405e-06,,-15.154587342739106,0.4802095293998718,0.4141311943531036,0.0933403396646061,0.4,0.6,0.5,0.0383486670615243,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.1,train_mean,top200_hvg,2400,12000,192,192,-3.744334298921055e-07,,-5.050130104847923,0.2581529021263122,0.1449951976537704,0.1161476956421671,0.1123595505617977,0.8958333333333334,0.5,0.0107720974891922,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.1,train_mean,marker_hvg_overlap,2400,12000,192,155,-3.8372352378590244e-07,,-3.495578763862185,0.2674275636672973,0.1594211012125015,0.1121838739773261,0.1096774193548387,0.8903225806451613,0.5,0.0105712239410717,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.25,image,top50_hvg,6000,12000,192,50,0.1327916532882954,0.1228138777879629,-25.00417647838593,0.5604189038276672,0.4328136742115021,0.1484265818691841,0.6029580437999832,0.5806290493119992,0.5917935465559913,0.0912139959366668,0.1038892182847733
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.25,image,top200_hvg,6000,12000,192,192,0.0625828810658607,0.0576093481241034,-9.146363413244512,0.3051909506320953,0.1667252480983734,0.1485803196178146,0.1842608662597029,0.8868306571933912,0.5310952819532534,0.0329782532543079,0.0434334722278771
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.25,image,marker_hvg_overlap,6000,12000,192,155,0.0639571066619077,0.0587719079985343,-6.451105942192577,0.3160604238510132,0.1848875433206558,0.149905929929793,0.1889061525035741,0.8762223024662111,0.5325642274848926,0.0340604517607845,0.0449532261070872
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.25,train_mean,top50_hvg,6000,12000,192,50,-8.167662736013881e-07,,-14.293527662158011,0.4752590358257293,0.4094670116901397,0.0951874257707878,0.4,0.6,0.5,0.0382822399769666,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.25,train_mean,top200_hvg,6000,12000,192,192,-9.768649493353949e-08,,-4.8158154937809945,0.2557404339313507,0.143863558769226,0.1167201857812441,0.1123595505617977,0.8958333333333334,0.5,0.0107534381957771,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,0,0.25,train_mean,marker_hvg_overlap,6000,12000,192,155,6.35965328170172e-08,,-3.395512933484227,0.2659672200679779,0.1585108041763305,0.1125553163671347,0.1096774193548387,0.8903225806451613,0.5,0.0105497958492789,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,0,1.0,image,top50_hvg,24000,12000,192,50,0.1421051561855711,0.1303206286065954,-21.434239044189454,0.5209929347038269,0.4018846154212951,0.1517542175974458,0.5727680657053279,0.6262184626395877,0.5994932641724577,0.0958946391980835,0.109747583892558
conch,human,breast,HBCH024,HBCA041;HBES040,0,1.0,image,top200_hvg,24000,12000,192,192,0.0685005002865028,0.0624858128809961,-7.633243154365506,0.2834345996379852,0.1529948413372039,0.1514247608576298,0.1724147492280843,0.9007723174003648,0.5326913210771603,0.0322448697571121,0.0458717569583288
conch,human,breast,HBCH024,HBCA041;HBES040,0,1.0,image,marker_hvg_overlap,24000,12000,192,155,0.0713213998963305,0.0648956904432848,-5.29580985309496,0.2922056913375854,0.1690834611654281,0.1518451692175497,0.1754134747200139,0.8930809449445835,0.5342472098322987,0.0330217929376706,0.0475642962426505
conch,human,breast,HBCH024,HBCA041;HBES040,0,1.0,train_mean,top50_hvg,24000,12000,192,50,8.773744328038901e-07,,-14.427915271520614,0.4759404361248016,0.4100118577480316,0.0951493807914043,0.38,0.62,0.5,0.037281265001341,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,0,1.0,train_mean,top200_hvg,24000,12000,192,192,1.8809139321718116e-07,,-4.83006644570993,0.2559996545314789,0.143745869398117,0.1167072226667999,0.1067415730337078,0.9010416666666666,0.5,0.0104722654498148,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,0,1.0,train_mean,marker_hvg_overlap,24000,12000,192,155,9.200107978672129e-08,,-3.3842177195548797,0.2658305168151855,0.1582526862621307,0.1125975753671384,0.1032258064516129,0.896774193548387,0.5,0.0102269006958512,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.1,image,top50_hvg,2400,12000,192,50,0.1247990437131375,0.1177903861048703,-20.687080368995662,0.5149207711219788,0.3921044170856476,0.1467961070117812,0.5660350563863245,0.6348393071042876,0.6004371817453061,0.0947642564104535,0.1008342423347102
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.1,image,top200_hvg,2400,12000,192,192,0.0544341681029593,0.0516627324571543,-8.318579635740237,0.2848362624645233,0.1584104001522064,0.1445909196531052,0.1699648571497312,0.9007043920653622,0.5314297411494431,0.0342660888835891,0.0398147265444446
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.1,image,marker_hvg_overlap,2400,12000,192,155,0.0554458849041463,0.05249175287827,-6.298831004240821,0.296510100364685,0.1763402372598648,0.1449017499877805,0.1747597186463424,0.8902926550474553,0.5325261868468988,0.0355306143761658,0.0411070277691194
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.1,train_mean,top50_hvg,2400,12000,192,50,-5.676810525301334e-07,,-13.791634276509283,0.4699802100658417,0.403262585401535,0.0965473866762467,0.38,0.62,0.5,0.037281265001341,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.1,train_mean,top200_hvg,2400,12000,192,192,-1.4406237193597473e-08,,-4.667707265319907,0.2528966665267944,0.1413644850254058,0.1170178233162601,0.1067415730337078,0.9010416666666666,0.5,0.0104722654498148,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.1,train_mean,marker_hvg_overlap,2400,12000,192,155,8.14037611175342e-08,,-3.252029854296697,0.2630961835384369,0.1556710302829742,0.1128369511362504,0.1032258064516129,0.896774193548387,0.5,0.0102269006958512,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.25,image,top50_hvg,6000,12000,192,50,0.1349554061004892,0.1260090345982541,-21.207914481163023,0.5074692964553833,0.3827235996723175,0.1347402112161068,0.5461376948739026,0.6533421496230889,0.5997399222484957,0.0956362958056435,0.1056485538705905
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.25,image,top200_hvg,6000,12000,192,192,0.0629907959065903,0.0588542968237463,-7.853212990399636,0.2775746583938598,0.1487674266099929,0.1408131443539569,0.1651446941761892,0.9071616913101344,0.5325022480194032,0.0320817350499173,0.0429638997582393
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.25,image,marker_hvg_overlap,6000,12000,192,155,0.063913517210993,0.0596021096512091,-5.41513817819256,0.2859775424003601,0.1642753332853317,0.1404694180261927,0.1678082763217248,0.8991526796649161,0.5334804779933204,0.0325016590564877,0.0445220080480476
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.25,train_mean,top50_hvg,6000,12000,192,50,-2.191163525822049e-07,,-14.544493512511254,0.4749509692192077,0.4089921712875366,0.0948373237551934,0.38,0.62,0.5,0.037281265001341,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.25,train_mean,top200_hvg,6000,12000,192,192,-1.3528873616277857e-07,,-4.862569346430769,0.2554691135883331,0.1433458626270294,0.116601494702668,0.1067415730337078,0.9010416666666666,0.5,0.0104722654498148,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,1,0.25,train_mean,marker_hvg_overlap,6000,12000,192,155,-2.438444223028202e-07,,-3.36157043756689,0.265018492937088,0.1577461510896682,0.1127209897712159,0.1032258064516129,0.896774193548387,0.5,0.0102269006958512,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,1,1.0,image,top50_hvg,24000,12000,192,50,0.1392027216753922,0.1278603416682182,-21.73782560825348,0.5219639539718628,0.401439219713211,0.1515627763218255,0.5670767391902407,0.6289235972605393,0.5980001682253899,0.0957651445893346,0.1069802783971334
conch,human,breast,HBCH024,HBCA041;HBES040,1,1.0,image,top200_hvg,24000,12000,192,192,0.0674572675609882,0.0615063172168039,-7.68940141715575,0.2837523221969604,0.1524141579866409,0.1511192990338731,0.1706156342922598,0.9014028886523792,0.532131846981121,0.0320075551364111,0.0449952160949679
conch,human,breast,HBCH024,HBCA041;HBES040,1,1.0,image,marker_hvg_overlap,24000,12000,192,155,0.0702514021616098,0.0638705680357919,-5.2964345821314645,0.2924268543720245,0.1683782935142517,0.1516679471734532,0.1735979193520368,0.8937782620249284,0.5336880906884827,0.0327505575862289,0.046734377905535
conch,human,breast,HBCH024,HBCA041;HBES040,1,1.0,train_mean,top50_hvg,24000,12000,192,50,8.773744328038901e-07,,-14.427915271520614,0.4759404361248016,0.4100118577480316,0.0951493807914043,0.38,0.62,0.5,0.037281265001341,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,1,1.0,train_mean,top200_hvg,24000,12000,192,192,1.8809139321718116e-07,,-4.83006644570993,0.2559996545314789,0.143745869398117,0.1167072226667999,0.1067415730337078,0.9010416666666666,0.5,0.0104722654498148,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,1,1.0,train_mean,marker_hvg_overlap,24000,12000,192,155,9.200107978672129e-08,,-3.3842177195548797,0.2658305168151855,0.1582526862621307,0.1125975753671384,0.1032258064516129,0.896774193548387,0.5,0.0102269006958512,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.1,image,top50_hvg,2400,12000,192,50,0.1091508991457522,0.1055858859446885,-21.010435795784,0.5448855757713318,0.4158523380756378,0.1425493599130535,0.5628924255968353,0.6050048308487733,0.5839486282228044,0.0883664304074011,0.0866677903634241
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.1,image,top200_hvg,2400,12000,192,192,0.0507582510806802,0.0479093156428054,-8.575491380254391,0.2991165220737457,0.1647476851940155,0.1423417688259274,0.1725042445194451,0.8921778947405651,0.5281008744793532,0.0334186165910918,0.0364634764375923
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.1,image,marker_hvg_overlap,2400,12000,192,155,0.0524999101323285,0.0493560994744155,-6.198783019016827,0.3086769580841064,0.1811632663011551,0.1424720447977756,0.1750517746676984,0.8845186494183417,0.5297852120430201,0.034870381708222,0.0382955723156685
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.1,train_mean,top50_hvg,2400,12000,192,50,3.9761035628416165e-07,,-13.941670243442058,0.4722880125045776,0.4052758514881134,0.0951300358203515,0.38,0.62,0.5,0.037281265001341,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.1,train_mean,top200_hvg,2400,12000,192,192,2.859082147227091e-07,,-4.738490592422831,0.2542710602283478,0.1423791795969009,0.1165516417212339,0.1067415730337078,0.9010416666666666,0.5,0.0104722654498148,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.1,train_mean,marker_hvg_overlap,2400,12000,192,155,2.1775381108293533e-07,,-3.268052074465818,0.2641760408878326,0.1565875560045242,0.1124989053893983,0.1032258064516129,0.896774193548387,0.5,0.0102269006958512,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.25,image,top50_hvg,6000,12000,192,50,0.1308460230656783,0.1207319778821786,-22.505257165431978,0.5360523462295532,0.4170991778373718,0.154068070161579,0.5990348213033412,0.5986678474587069,0.598851334381024,0.0940560696854046,0.1027336742130835
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.25,image,top200_hvg,6000,12000,192,192,0.0607059252586335,0.0565264498155936,-8.35634422401849,0.2932101786136627,0.162149965763092,0.1526011235258426,0.1809907025970092,0.8921763473426946,0.5323432689664747,0.0321725776955115,0.04170331677635
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.25,image,marker_hvg_overlap,6000,12000,192,155,0.0621151859176367,0.0575689576285649,-5.991905791660951,0.3036675155162811,0.1802858561277389,0.1531294473942225,0.1847075538609299,0.8825595799122243,0.5336335668865771,0.032713224549652,0.043016312707936
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.25,train_mean,top50_hvg,6000,12000,192,50,-8.079123470405847e-07,,-14.308439301848413,0.475930780172348,0.4096901416778564,0.0954365647496507,0.4,0.6,0.5,0.0382822399769666,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.25,train_mean,top200_hvg,6000,12000,192,192,-1.971898622542526e-08,,-4.774887611880555,0.2559042572975158,0.1435279101133346,0.1169180806693949,0.1123595505617977,0.8958333333333334,0.5,0.0107534381957771,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,2,0.25,train_mean,marker_hvg_overlap,6000,12000,192,155,-7.48253608177705e-10,,-3.3549914964130654,0.2657738029956817,0.1580472737550735,0.1127735651147578,0.1096774193548387,0.8903225806451613,0.5,0.0105497958492789,0.0174123655913978
conch,human,breast,HBCH024,HBCA041;HBES040,2,1.0,image,top50_hvg,24000,12000,192,50,0.1414853984306683,0.1299409585673308,-21.196972901821137,0.5189473628997803,0.4001146256923675,0.1546123117763682,0.5709595133353662,0.628632182008587,0.5997958476719766,0.0966018906957459,0.1089967930555067
conch,human,breast,HBCH024,HBCA041;HBES040,2,1.0,image,top200_hvg,24000,12000,192,192,0.0684842893257727,0.062570854807498,-7.553174357848854,0.2823158204555511,0.1520993858575821,0.152714284943099,0.1718005083464386,0.9012919164531054,0.5326644338333211,0.0323333716648059,0.0457905528183834
conch,human,breast,HBCH024,HBCA041;HBES040,2,1.0,image,marker_hvg_overlap,24000,12000,192,155,0.0713499567306679,0.0650046840264141,-5.269704748492598,0.2912759482860565,0.1681651324033737,0.1531093802193455,0.1747838921515071,0.8935864508342096,0.5341851714928583,0.0330840663348307,0.0475217373945488
conch,human,breast,HBCH024,HBCA041;HBES040,2,1.0,train_mean,top50_hvg,24000,12000,192,50,8.773744328038901e-07,,-14.427915271520614,0.4759404361248016,0.4100118577480316,0.0951493807914043,0.38,0.62,0.5,0.037281265001341,0.0340966666666666
conch,human,breast,HBCH024,HBCA041;HBES040,2,1.0,train_mean,top200_hvg,24000,12000,192,192,1.8809139321718116e-07,,-4.83006644570993,0.2559996545314789,0.143745869398117,0.1167072226667999,0.1067415730337078,0.9010416666666666,0.5,0.0104722654498148,0.0166605805243445
conch,human,breast,HBCH024,HBCA041;HBES040,2,1.0,train_mean,marker_hvg_overlap,24000,12000,192,155,9.200107978672129e-08,,-3.3842177195548797,0.2658305168151855,0.1582526862621307,0.1125975753671384,0.1032258064516129,0.896774193548387,0.5,0.0102269006958512,0.0174123655913978
conch,human,breast,HBES040,HBCA041;HBCH024,0,0.1,image,top50_hvg,2400,12000,192,50,0.2366677795560099,0.2390281682123052,-7.572518554287963,0.6386269330978394,0.4884614646434784,0.3754420081650032,0.5404278219075299,0.5789640694523296,0.5596959456799298,0.4055757184662629,0.4500360833537186
conch,human,breast,HBES040,HBCA041;HBCH024,0,0.1,image,top200_hvg,2400,12000,192,192,0.1030684546943256,0.1034980218818742,-2.107313010888633,0.3747232854366302,0.1961670070886612,0.480924499525732,0.1502604795644057,0.885860164923265,0.5174595862697473,0.1135552181924533,0.1768146041601252
conch,human,breast,HBES040,HBCA041;HBCH024,0,0.1,image,marker_hvg_overlap,2400,12000,192,155,0.1068968611318738,0.107308076521602,-2.545482961510143,0.3915804326534271,0.2170552313327789,0.4725529550290909,0.1582593919630233,0.8789963481492445,0.518627870056134,0.1205917174592655,0.1937198232186074
conch,human,breast,HBES040,HBCA041;HBCH024,0,0.1,train_mean,top50_hvg,2400,12000,192,50,-1.1367092126235435e-07,,-1.734562519873034,0.6375108361244202,0.4396214485168457,0.2257365390369794,0.14,0.86,0.5,0.0779043031226343,0.3407016666666667
conch,human,breast,HBES040,HBCA041;HBCH024,0,0.1,train_mean,top200_hvg,2400,12000,192,192,-5.7092435537945327e-08,,-0.4832467582090813,0.3748541176319122,0.1671216040849685,0.4054460925946682,0.0368421052631578,0.9635416666666666,0.5,0.0205011324006932,0.1346982456140351
conch,human,breast,HBES040,HBCA041;HBCH024,0,0.1,train_mean,marker_hvg_overlap,2400,12000,192,155,-7.337330246464318e-08,,-0.5834260384119672,0.3944824934005737,0.1855675429105758,0.3919990299534771,0.0387096774193548,0.9612903225806452,0.5,0.0214801352559048,0.1485145161290322
