sample,encoder,seed,split_axis,split_side,model,gene_set,n_train_cells,n_test_cells,coordinate_units_per_micron,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro
HLCX022,conch,1,y,high,pseudo_spot_55um,top50_hvg,118805,32451,1.0,50,0.3582637611031532,0.3468922260020188,0.074065348599106,0.4583088457584381,0.3388835191726684,0.4092145490352932,0.4193571300779946,0.8004836833438644,0.6099204067109296,0.4012538389063351,0.468943528804583
HLCX022,conch,1,y,high,pseudo_spot_55um,top200_hvg,118805,32451,1.0,200,0.219236281592166,0.1992860387945933,0.0217187009648478,0.3037500977516174,0.1757556051015854,0.4363170936616167,0.1113647485113987,0.9492563844463564,0.5303105664788776,0.1109307090469158,0.2317628272787335
HLCX022,conch,2,x,low,cell_image,top50_hvg,111703,32451,1.0,50,0.3598302888870239,0.3553832100992432,0.1326058040373027,0.4600795209407806,0.3404437601566314,0.4684695033169096,0.4373322675124702,0.7869930806686825,0.6121626740905763,0.4158940305163268,0.4717057724308481
HLCX022,conch,2,x,low,cell_image,top200_hvg,111703,32451,1.0,200,0.2172875941358506,0.2025450188296026,0.045458495429084,0.301998883485794,0.1744474172592163,0.4755239142657633,0.1119613595875324,0.9461959773991212,0.5290786684933267,0.1085402730541361,0.230543242156536
HLCX022,conch,2,x,low,train_mean,top50_hvg,111703,32451,1.0,50,6.6362306915834775e-06,,-0.0075298397811224,0.5171788334846497,0.3985231816768646,0.3377527363436517,0.18,0.82,0.5,0.1212974404104077,0.2897026285784722
HLCX022,conch,2,x,low,train_mean,top200_hvg,111703,32451,1.0,200,1.544435947664624e-06,,-0.0057090373040499,0.3264616727828979,0.1924061328172683,0.3922014088012338,0.045,0.955,0.5,0.0303243601026019,0.1323045514776124
HLCX022,conch,2,x,low,pseudo_spot_8um,top50_hvg,111703,32451,1.0,50,0.359830761551857,0.3553834970776624,0.1326067889109254,0.460079163312912,0.3404429256916046,0.4684707574656082,0.4373337076004063,0.7869906178390687,0.6121621627197376,0.4158979321455895,0.4717068364664281
HLCX022,conch,2,x,low,pseudo_spot_8um,top200_hvg,111703,32451,1.0,200,0.2172871284326538,0.2025444488907291,0.0454582021335591,0.3019987344741821,0.1744472384452819,0.4755239940235402,0.111959190525045,0.9461956946606174,0.5290774425928312,0.108537660134072,0.2305430525396761
HLCX022,conch,2,x,low,pseudo_spot_16um,top50_hvg,111703,32451,1.0,50,0.3598482143878936,0.3553922001877867,0.1324448008276522,0.4601148068904876,0.3405689299106598,0.4684722102307037,0.4383705597638681,0.7863627236897064,0.6123666417267871,0.4166801805113359,0.4717477053261516
HLCX022,conch,2,x,low,pseudo_spot_16um,top200_hvg,111703,32451,1.0,200,0.2172876258054748,0.2025466547082435,0.0453133283103375,0.3020193874835968,0.1745459735393524,0.4755213996407897,0.1122705685813803,0.9460279720047322,0.5291492702930563,0.1088206422988191,0.2305451956587891
HLCX022,conch,2,x,low,pseudo_spot_55um,top50_hvg,111703,32451,1.0,50,0.3571836027503013,0.3515647125147435,0.1234814024344086,0.4629295468330383,0.3441253006458282,0.4669797544906242,0.4657104819738725,0.7675251105667549,0.6166177962703137,0.4339667918531899,0.4702395646575278
HLCX022,conch,2,x,low,pseudo_spot_55um,top200_hvg,111703,32451,1.0,200,0.2160732910875231,0.2003887573733798,0.0409249533150068,0.3033655881881714,0.1771793663501739,0.4740201138483453,0.1209445979578607,0.940954878743899,0.5309497383508798,0.1161912953908348,0.229479859962556
HLCX022,conch,3,y,low,cell_image,top50_hvg,122401,32451,1.0,50,0.3475705374032259,0.34546236709654,0.0405522033199667,0.4614446759223938,0.3434851765632629,0.4612931047569146,0.4198414294583875,0.7941106538758436,0.6069760416671156,0.3948926853093514,0.4654663601011164
HLCX022,conch,3,y,low,cell_image,top200_hvg,122401,32451,1.0,200,0.2099461016571149,0.1996116439391875,0.0224547824673027,0.3054815530776977,0.178786501288414,0.4710077073879717,0.1059689609864471,0.9483371456087412,0.5271530532975942,0.1006567892722889,0.229839361686213
HLCX022,conch,3,y,low,train_mean,top50_hvg,122401,32451,1.0,50,-1.0138080133970106e-05,,-0.0559026399882714,0.5127716660499573,0.3958050906658172,0.3278025239419595,0.18,0.82,0.5,0.1213170386963432,0.2928704816492558
HLCX022,conch,3,y,low,train_mean,top200_hvg,122401,32451,1.0,200,-3.3490373832556487e-06,,-0.019719372206573,0.3277339339256286,0.1925507336854934,0.387293119125442,0.045,0.955,0.5,0.0303292596740858,0.135868386182244
HLCX022,conch,3,y,low,pseudo_spot_8um,top50_hvg,122401,32451,1.0,50,0.3475707209482789,0.345463171675386,0.0405512746376916,0.4614452719688415,0.3434874415397644,0.4612950420454882,0.4198566126762664,0.7941084913393914,0.606982552007829,0.3948974126607981,0.4654670527847833
HLCX022,conch,3,y,low,pseudo_spot_8um,top200_hvg,122401,32451,1.0,200,0.2099466960644349,0.1996127016484768,0.0224544871312173,0.3054818511009216,0.1787879168987274,0.4710078199809904,0.1059727567909168,0.9483362535672416,0.5271545051790792,0.1006578809128527,0.2298400376804325
HLCX022,conch,3,y,low,pseudo_spot_16um,top50_hvg,122401,32451,1.0,50,0.3476012558117509,0.3455145262485559,0.0402845035586506,0.4614788889884949,0.3436505496501922,0.4613133711141904,0.420970015022173,0.7935092254098842,0.6072396202160286,0.3957691749551507,0.465522481911267
HLCX022,conch,3,y,low,pseudo_spot_16um,top200_hvg,122401,32451,1.0,200,0.2099433550541289,0.1996234265595124,0.0223082598029213,0.3054994344711303,0.1789149343967437,0.4710100883929227,0.1062856499197662,0.9481792135449943,0.5272324317323803,0.1009400803139797,0.2298272779876454
HLCX022,conch,3,y,low,pseudo_spot_55um,top50_hvg,122401,32451,1.0,50,0.3404875833168626,0.3373259589189065,0.0254578842595219,0.4651030898094177,0.3490922152996063,0.454962041192794,0.4456315999102092,0.7722036580274712,0.60891762896884,0.4115248519562489,0.4619505613191003
HLCX022,conch,3,y,low,pseudo_spot_55um,top200_hvg,122401,32451,1.0,200,0.2055114766117185,0.1946220918463753,0.0157238875016264,0.3071021139621734,0.1824206113815307,0.4667648248486594,0.1130246978721884,0.942697830363045,0.5278612641176167,0.1059064745578981,0.2277108508763161
