sample,encoder,method,seed,split_axis,split_side,gene_set,n_train,n_test,top_k,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro
HCCD035,conch,bleep_conch_adapter,2,x,low,top50_hvg,8879,2400,50,50,0.4943835186958313,0.4822865656421621,0.1267439248226583,0.5753231644630432,0.4384585618972778,0.5198900780044037,0.8429378312715743,0.5266842488784199,0.684811040074997,0.676606431153821,0.6622150498689142
HCCD035,conch,bleep_conch_adapter,2,x,low,top200_hvg,8879,2400,50,200,0.3003657414275221,0.2816865250587405,0.0164736413589344,0.3898346424102783,0.2536256611347198,0.527805144477371,0.3307544646269211,0.8252847410605739,0.5780196028437475,0.278601812304994,0.3529118869564618
HCCD035,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8879,2400,50,180,0.299085392914195,0.2830446483660572,0.016632155074856,0.3938505947589874,0.2568033039569855,0.5284537035872006,0.3374093671120279,0.8197674757224178,0.5785884214172229,0.282180072230427,0.3559986026348994
HCCD035,conch,bleep_conch_adapter,3,y,low,top50_hvg,8952,2400,50,50,0.3981903005437925,0.390623988864146,-0.2633141713496297,0.5368025302886963,0.4128173887729645,0.5114333301788463,0.7243847654628344,0.5764036931616304,0.6503942293122325,0.5893563100482241,0.582684597352254
HCCD035,conch,bleep_conch_adapter,3,y,low,top200_hvg,8952,2400,50,200,0.2427857163199223,0.2284044238289104,-0.1868283325713128,0.370085597038269,0.2452591955661773,0.5012162362003206,0.2958962473321861,0.8456219739857045,0.5707591106589454,0.2468981412319378,0.3069561511124571
HCCD035,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,8952,2400,50,181,0.2462669627905633,0.2324233027827015,-0.1635985416257291,0.3736022114753723,0.2477396130561828,0.5026163127463475,0.3002786095683973,0.8430821883978459,0.5716803989831215,0.2530078330010519,0.3139308391399005
HCCW027,conch,bleep_conch_adapter,0,x,high,top50_hvg,9001,2400,50,50,0.114981816636864,0.086490508871031,-0.1402409143163822,0.1820622533559799,0.1001975834369659,0.2162146003045866,0.0316044319094563,0.985007023990258,0.5083057279498572,0.0277077056168936,0.0953132187286549
HCCW027,conch,bleep_conch_adapter,0,x,high,top200_hvg,9001,2400,50,200,0.055658750281957,0.044237213210178,-0.1149838184147665,0.1257034838199615,0.051410861313343,0.1545093353510159,0.0092246373891287,0.996228171091904,0.5027264042405164,0.0087825965073161,0.0433230499458939
HCCW027,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,9001,2400,50,163,0.0554691503835739,0.0439133140802913,-0.1277669705461248,0.1276296377182006,0.0533167012035846,0.1679596328857711,0.0096946110151706,0.9954009276043736,0.5025477693097721,0.0084992962015011,0.0432376307647714
HCCW027,conch,bleep_conch_adapter,1,y,high,top50_hvg,8950,2400,50,50,0.1568667099368758,0.1480088824773916,-0.0373050554003566,0.1803401261568069,0.0759492442011833,0.221942714952277,0.0188097206882492,0.9966353302749924,0.5077225254816208,0.0230546813753464,0.1136481661926978
HCCW027,conch,bleep_conch_adapter,1,y,high,top200_hvg,8950,2400,50,200,0.0769691785564061,0.0751194213761627,-0.065937708182173,0.1203376576304435,0.0379119254648685,0.1606210151593871,0.0047024301720623,0.999158832568748,0.5019306313704052,0.0057636703438366,0.0472840189767782
HCCW027,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8950,2400,50,164,0.0781837577400929,0.07686561968832,-0.0606400296775263,0.1235198304057121,0.0393138714134693,0.1780688174393004,0.0057346709415393,0.9989741860594488,0.5023544285004942,0.0070288662729714,0.0492124459655291
HCCW027,conch,bleep_conch_adapter,2,x,low,top50_hvg,8918,2400,50,50,0.1397120921243913,0.1435707839274893,-0.0469518770370632,0.2355260699987411,0.0871584862470626,0.1505799870880588,0.0064100493337312,0.9986513682904624,0.5025307088120968,0.0094163614163614,0.140380606935928
HCCW027,conch,bleep_conch_adapter,2,x,low,top200_hvg,8918,2400,50,200,0.0767255084226942,0.0795063564643914,-0.0279953928469331,0.15789195895195,0.0405255928635597,0.1345087601055737,0.0016025123334328,0.9996628420726156,0.5006326772030242,0.0023540903540903,0.0619662896433825
HCCW027,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8918,2400,50,162,0.0797708105202292,0.0817547341718169,-0.0257671744103491,0.1625433415174484,0.0417379327118396,0.1474786258170526,0.0019784102881886,0.9995890610508822,0.5007837356695355,0.0029062843877658,0.0654658311519984
HCCW027,conch,bleep_conch_adapter,3,y,low,top50_hvg,8942,2400,50,50,0.1784865876194089,0.1651079177576577,-0.02099744658306,0.2223534882068634,0.0963692814111709,0.1507483323890791,0.0095072539711085,0.9982344686901424,0.5038708613306255,0.0144322412466462,0.148941698783706
HCCW027,conch,bleep_conch_adapter,3,y,low,top200_hvg,8942,2400,50,200,0.1092317187539792,0.1035963391507704,-0.0183279554972978,0.1535753756761551,0.0483056977391243,0.1334040183708947,0.0023768134927771,0.9995586171725356,0.5009677153326564,0.0036080603116615,0.0728911777945809
HCCW027,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,8942,2400,50,162,0.1095000871074652,0.1038190083540376,-0.0228249352163222,0.1556631475687027,0.0501820147037506,0.1402656299275611,0.0029343376454038,0.9994550829290564,0.5011947102872301,0.0044543954464957,0.0736420415412274
HHDX011,conch,bleep_conch_adapter,0,x,high,top50_hvg,8912,2400,50,50,0.212602051878348,0.1835349752080719,0.009463198124431,0.4366485476493835,0.3255638480186462,0.7357791557843796,0.3193935134366943,0.7572248522828683,0.5383091828597812,0.2775793498683098,0.3815894946119489
HHDX011,conch,bleep_conch_adapter,0,x,high,top200_hvg,8912,2400,50,200,0.0924053048473974,0.0799944582318583,-0.05905088540836,0.2609443664550781,0.1382200717926025,0.7180430295590785,0.0813875658218403,0.9390386247278092,0.5102130952748247,0.0719180054755395,0.1399185468307018
HHDX011,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,8912,2400,50,171,0.0922209212131907,0.0790836340882907,-0.0655512485322297,0.2609656453132629,0.1382950097322464,0.7358481627564278,0.0758233759878155,0.942568045429396,0.5091957107086058,0.0678632771989692,0.1368668882503357
HHDX011,conch,bleep_conch_adapter,1,y,high,top50_hvg,8948,2400,50,50,0.2178572858474217,0.2204476594095595,-0.0178649329883046,0.511151134967804,0.3393518626689911,0.4748478750244298,0.1505706214797077,0.8895255555414636,0.5200480885105857,0.1485153819229011,0.3880770305472655
HHDX011,conch,bleep_conch_adapter,1,y,high,top200_hvg,8948,2400,50,200,0.0955169487392923,0.0947250066873937,-0.0368057694134768,0.3095909655094147,0.1375191956758499,0.4922913661778886,0.0382608371881087,0.9718543300618364,0.5050575836249727,0.0377667441674044,0.1529107443924833
HHDX011,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8948,2400,50,170,0.0930688555966216,0.0923912094074461,-0.0365197770694709,0.3146883845329284,0.1395200788974762,0.5013660191922003,0.0385011078213554,0.9702985032290512,0.5043998055252035,0.0374067427535322,0.1506484264075068
HHDX011,conch,bleep_conch_adapter,2,x,low,top50_hvg,8928,2400,50,50,0.2601563197374343,0.2275279479892643,0.0187981107400264,0.4618290364742279,0.3463554680347442,0.7000943805900169,0.298256543630035,0.7831749040628242,0.5407157238464297,0.252303279846775,0.4262324590518829
HHDX011,conch,bleep_conch_adapter,2,x,low,top200_hvg,8928,2400,50,200,0.1195898343260217,0.1031869817906566,-0.0219230124996465,0.2787888050079345,0.1404149681329727,0.6968826614968323,0.0761049656110652,0.9456934585457762,0.5108992120784207,0.0656685715425181,0.1656347343311525
HHDX011,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8928,2400,50,169,0.1218269906315808,0.1036052871044082,-0.0204630920282629,0.2806922197341919,0.1427797079086303,0.7119528382574632,0.0778455173104286,0.9446272188255304,0.5112363680679796,0.0664742253414352,0.16547860607803
HHDX011,conch,bleep_conch_adapter,3,y,low,top50_hvg,8903,2400,50,50,0.2118550921138376,0.1874259582590451,-0.0327770116762258,0.46774622797966,0.3514778912067413,0.7355974501720326,0.3071114512285051,0.7553670451203108,0.5312392481744079,0.2839579190331378,0.4080654817820239
HHDX011,conch,bleep_conch_adapter,3,y,low,top200_hvg,8903,2400,50,200,0.0985803207719008,0.0859157818490477,-0.0367501354975684,0.2795459330081939,0.1428651660680771,0.7261202208769909,0.07785581575649,0.9385056857167632,0.5081807507366265,0.0728153438249583,0.1543695699230051
HHDX011,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,8903,2400,50,170,0.0987385438017484,0.0859621271944418,-0.0321183467011638,0.2830752432346344,0.1438309550285339,0.7432270534609278,0.0752796897041444,0.940215367724364,0.5077475287142541,0.0716228945783683,0.1542324326818028
HKPD015,conch,bleep_conch_adapter,0,x,high,top50_hvg,8853,2400,50,50,0.327564992904663,0.2997439424494486,0.0195559753547422,0.5874303579330444,0.4141110479831695,0.3983929255631924,0.521009299038824,0.6878512866775758,0.6044302928581998,0.4224437432487772,0.4588576214658177
HKPD015,conch,bleep_conch_adapter,0,x,high,top200_hvg,8853,2400,50,200,0.1610313979838623,0.1460191867793303,-0.0236985335215285,0.37992924451828,0.198300689458847,0.402606071697341,0.1451289502777336,0.917507761790926,0.5313183560343298,0.1195990865289974,0.2190762885089819
HKPD015,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,8853,2400,50,175,0.1505112951787338,0.1358663409550707,-0.0260583519178908,0.3711977303028106,0.1912049800157547,0.4024634508321812,0.1328467613574122,0.9245294765724924,0.5286881189649523,0.1097845820825091,0.2092470304416505
HKPD015,conch,bleep_conch_adapter,1,y,high,top50_hvg,8900,2400,50,50,0.3412460081279277,0.3137585953522752,0.041182485949248,0.5579490661621094,0.3356209397315979,0.3928920155302688,0.243834294394886,0.9016804116525584,0.5727573530237222,0.2341479739670792,0.4634469107476074
HKPD015,conch,bleep_conch_adapter,1,y,high,top200_hvg,8900,2400,50,200,0.1663453678817525,0.1486358351042829,-0.010406214754912,0.3477994799613952,0.1460604071617126,0.4233713729833527,0.0630101252065348,0.97533655863487,0.5191733419207025,0.06230663610323,0.205453903704194
HKPD015,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8900,2400,50,175,0.1542665046240315,0.1383462247442527,-0.0149935821570189,0.3378184139728546,0.1385305523872375,0.4231904687852953,0.0508563145126509,0.9791106578152572,0.5149834861639542,0.0502562255073038,0.1929841268631799
HKPD015,conch,bleep_conch_adapter,2,x,low,top50_hvg,8840,2400,50,50,0.3459732042253017,0.3197680906225661,0.0314714535488747,0.5892717838287354,0.4063263237476349,0.4062039302080856,0.5157720996979208,0.6958520945614225,0.6058120971296717,0.4097195687870371,0.4702287843884483
HKPD015,conch,bleep_conch_adapter,2,x,low,top200_hvg,8840,2400,50,200,0.1594225498169544,0.1440785220197337,-0.0426554530550492,0.3543035686016083,0.183717742562294,0.4378874751706874,0.1583261608032768,0.9119040231050718,0.5351150919541743,0.1253860915178175,0.2008405291562309
HKPD015,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8840,2400,50,174,0.1463098026803378,0.1320582770355153,-0.0538583522088472,0.3346022665500641,0.1743753403425216,0.4341391377860663,0.1443028737033287,0.9211704245895956,0.5327366491464622,0.1140949866431753,0.185641207051183
HKPD015,conch,bleep_conch_adapter,3,y,low,top50_hvg,9078,2400,50,50,0.3678568690270185,0.3380716711216315,0.0689144441625103,0.6103935241699219,0.3925843834877014,0.4489826784982059,0.2671404420630122,0.8936652820519743,0.5804028620574933,0.3008965302398032,0.5127660380568763
HKPD015,conch,bleep_conch_adapter,3,y,low,top200_hvg,9078,2400,50,200,0.1619174515631198,0.1474963615915964,-0.023534705896443,0.3717548251152038,0.185929000377655,0.4602038589837806,0.0749230056814419,0.971095875297854,0.5230094404896479,0.0843216979505573,0.2201746798874877
HKPD015,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,9078,2400,50,174,0.1473824750170928,0.1347063625424806,-0.0258325904252374,0.3546938896179199,0.1786262989044189,0.4558701459634297,0.0677750491521653,0.9731097671581196,0.5204424081551425,0.0752673442692827,0.2060071297913071
HLCD033,conch,bleep_conch_adapter,0,x,high,top50_hvg,8898,2400,50,50,0.3774509903788566,0.3342520467296447,-0.0943585347943008,0.7434334754943848,0.5605778098106384,0.3896175261474483,0.7195431243708765,0.4361186068923105,0.5778308656315936,0.5790193418282363,0.6234519703762972
HLCD033,conch,bleep_conch_adapter,0,x,high,top200_hvg,8898,2400,50,200,0.2745553861372173,0.23394682126542,-0.1702248218245222,0.5408132076263428,0.3976262509822845,0.3740897982819782,0.4296418548525929,0.6948156517737217,0.5622287533131574,0.3468636576809347,0.4189615694748065
HLCD033,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,8898,2400,50,185,0.2729059348033892,0.2327840851690185,-0.1703842199961277,0.5439796447753906,0.401037335395813,0.3821044874989638,0.4373932678101304,0.6849225528215015,0.561157910315816,0.3513950033186536,0.4196985918244717
HLCD033,conch,bleep_conch_adapter,1,y,high,top50_hvg,9042,2400,50,50,0.3902745692431926,0.360133293827127,0.0057021502312272,0.673222005367279,0.5342492461204529,0.441444444545561,0.7911417889320994,0.4046044159900872,0.5978731024610933,0.6134264095208932,0.6116614700025336
HLCD033,conch,bleep_conch_adapter,1,y,high,top200_hvg,9042,2400,50,200,0.2826409693993628,0.2500076781161938,-0.041542550267186,0.495913028717041,0.3722755014896393,0.4249867181964938,0.4304523013060566,0.7169104216108139,0.5736813614584352,0.3769725521297911,0.4246843619422396
HLCD033,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,9042,2400,50,184,0.282617134305284,0.2509937257946498,-0.0347784147901541,0.4995249509811401,0.3773770034313202,0.4327232941541464,0.4373029744245759,0.7098825710659292,0.5735927727452526,0.3823868815382749,0.4283969745939569
HLCD033,conch,bleep_conch_adapter,2,x,low,top50_hvg,8840,2400,50,50,0.3248524987697601,0.2342780478137036,0.0463928151410073,0.6128340363502502,0.444379448890686,0.4205779311270169,0.4463699222215799,0.6882029062958221,0.567286414258701,0.4340867997543154,0.518397627487461
HLCD033,conch,bleep_conch_adapter,2,x,low,top200_hvg,8840,2400,50,200,0.2373576685972512,0.1753671642639909,-0.0014829628673032,0.4484387040138244,0.2986971139907837,0.3806365173073935,0.2051109638762226,0.8743262512721687,0.5397186075741957,0.2135500266677833,0.3460566169623886
HLCD033,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8840,2400,50,185,0.237684627823733,0.1757282974309784,0.0046732961914401,0.4541334211826324,0.3036983609199524,0.384939620886123,0.2068612053913524,0.870265710456072,0.5385634579237122,0.2173488658606247,0.3515050003900649
HLCD033,conch,bleep_conch_adapter,3,y,low,top50_hvg,8926,2400,50,50,0.1205688712745905,0.1077730836108487,-1.8560163523443045,0.75177401304245,0.6044468283653259,0.3256116481087092,0.7484745630477676,0.3137022357928347,0.5310883994203013,0.4512990439317127,0.3748494681563065
HLCD033,conch,bleep_conch_adapter,3,y,low,top200_hvg,8926,2400,50,200,0.1030006700100784,0.0857827716954645,-0.8439862247039855,0.5131642818450928,0.3741903007030487,0.3284069776685282,0.3672631061754323,0.6871510845778616,0.527207095376647,0.2415637245365497,0.246259775993693
HLCD033,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,8926,2400,50,185,0.1045192747199089,0.0871490690278277,-0.8322250657420719,0.522628664970398,0.3811365365982055,0.3286967034218954,0.3734397140011516,0.6801762260708655,0.5268079700360085,0.2447486521997424,0.2507529265189906
HLCX022,conch,bleep_conch_adapter,0,x,high,top50_hvg,8488,2400,50,50,0.3552057206630706,0.3578970224495437,0.0782427169848233,0.4658885300159454,0.2863432168960571,0.3538854614077373,0.175094281178584,0.9545244568365104,0.5648093690075472,0.2050817501393774,0.450918803188138
HLCX022,conch,bleep_conch_adapter,0,x,high,top200_hvg,8488,2400,50,200,0.1935511193540878,0.188479082040851,-0.018249663170136,0.3318738937377929,0.1624724119901657,0.3519359723167722,0.0591095718691216,0.9838933108615916,0.5215014413653566,0.0690310573874139,0.2243209229710952
HLCX022,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,8488,2400,50,179,0.1909802459185558,0.1861865849083536,-0.022017685048394,0.3339950740337372,0.1649823635816574,0.3471675517461507,0.0590557238408987,0.9835280144477174,0.5212918691443081,0.0691834095959583,0.2245597794795241
HLCX022,conch,bleep_conch_adapter,1,y,high,top50_hvg,8820,2400,50,50,0.2352154862880706,0.2151644461746412,-0.6530000557750464,0.5098354816436768,0.3838402926921844,0.2033656662952516,0.5324776111011367,0.6782812230564085,0.6053794170787726,0.3131254441841362,0.307353971500639
HLCX022,conch,bleep_conch_adapter,1,y,high,top200_hvg,8820,2400,50,200,0.1262020918127382,0.113134238351791,-0.4904545360661359,0.3425115048885345,0.2078584134578704,0.23859886697529,0.1730429141532713,0.8995009153707013,0.5362719147619864,0.1111121208984934,0.1558918797618055
HLCX022,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8820,2400,50,180,0.1282626348398884,0.1145655252659213,-0.5064940128679558,0.3433928489685058,0.2102271020412445,0.2428351158718875,0.1793241063153742,0.8945343562549141,0.536929231285144,0.115450870468167,0.1568409043467874
HLCX022,conch,bleep_conch_adapter,2,x,low,top50_hvg,8494,2400,50,50,0.3001659849286079,0.300908115781947,0.0478546484932303,0.4759491682052612,0.3445258140563965,0.3987767055379557,0.4097957615551318,0.7775850584659821,0.5936904100105569,0.3687240138927412,0.4023230673572739
HLCX022,conch,bleep_conch_adapter,2,x,low,top200_hvg,8494,2400,50,200,0.1637618240399752,0.1562638523086245,-0.0276174557885678,0.314202070236206,0.1764523983001709,0.3965989696687229,0.1188839334039482,0.9378293339118424,0.5283566336578954,0.1104381655007708,0.1927088588595044
HLCX022,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8494,2400,50,179,0.1610571878933602,0.1539121066110001,-0.0338199572107955,0.3131351172924042,0.1782011985778808,0.3933788727575684,0.1224835478626654,0.9347556742416951,0.5286196110521802,0.1127130012928384,0.19124113247471
HLCX022,conch,bleep_conch_adapter,3,y,low,top50_hvg,9042,2400,50,50,0.3096169498935341,0.3063208586443968,-0.3848484913865104,0.5348047614097595,0.3950749933719635,0.4403395882374473,0.636745065074482,0.6401935670592426,0.6384693160668623,0.4886507545627234,0.4364147492054813
HLCX022,conch,bleep_conch_adapter,3,y,low,top200_hvg,9042,2400,50,200,0.1761546839919174,0.16933083530082,-0.2124879545130534,0.3475178182125091,0.2202794104814529,0.4429593874799589,0.2082914225245536,0.8844803136616898,0.5463858680931216,0.16902811819809,0.2138813638998987
HLCX022,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,9042,2400,50,178,0.1761377016769125,0.1687162963697646,-0.2180276910370226,0.3481348156929016,0.2219032198190689,0.4396566357772735,0.2135874372177226,0.8801244503352116,0.5468559437764671,0.1724150209840756,0.2146885680404418
HLDX010,conch,bleep_conch_adapter,0,x,high,top50_hvg,8759,2400,50,50,-0.0225167162093566,-0.0250623985403469,-0.0844933123420924,0.6499814987182617,0.4906184673309326,0.574169377667727,0.4156912973521686,0.5837750420193548,0.4997331696857617,0.3593024991556726,0.4580639610028328
HLDX010,conch,bleep_conch_adapter,0,x,high,top200_hvg,8759,2400,50,200,-0.0038853062872877,-0.0044424534407974,-0.0507684795913519,0.383148580789566,0.1913288235664367,0.6335316940853543,0.1043658623127257,0.8955207369264753,0.4999432996196005,0.0903018152651086,0.1714635004993082
HLDX010,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,8759,2400,50,176,-0.0021906614091238,-0.0025132114828282,-0.0495440571480271,0.3649075031280517,0.1760571151971817,0.6218685809115826,0.0824404733331901,0.9176066767960962,0.5000235750646431,0.0715142626759823,0.1551386730962734
HLDX010,conch,bleep_conch_adapter,1,y,high,top50_hvg,8943,2400,50,50,0.0035502154601272,-0.0002067239961543,-0.4582202050706837,0.7705997228622437,0.5647193789482117,0.3157428382417884,0.2002926191981737,0.7997636900319857,0.5000281546150797,0.1411367721942825,0.4492338262530351
HLDX010,conch,bleep_conch_adapter,1,y,high,top200_hvg,8943,2400,50,200,0.002914439598978,0.0020072781134627,-0.240536943795314,0.4379792213439941,0.2389646768569946,0.4040214962660684,0.0551111889875776,0.9448521961930264,0.4999816925903019,0.0358621080459423,0.1649616774292367
HLDX010,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8943,2400,50,176,0.0025205058547988,0.0015148222282394,-0.2356042377033211,0.4135242700576782,0.2254517823457718,0.3763432937667191,0.0512192683253792,0.9487106955137012,0.4999649819195402,0.0303440954673902,0.1490554446572231
HLDX010,conch,bleep_conch_adapter,2,x,low,top50_hvg,8817,2400,50,50,0.0054052237118594,0.0066110590626178,-0.1903907277341932,0.6765764951705933,0.5328694581985474,0.5427250190914888,0.653232543732781,0.3453327991763955,0.4992826714545881,0.4722638431834853,0.4489599548496013
HLDX010,conch,bleep_conch_adapter,2,x,low,top200_hvg,8817,2400,50,200,0.0064624370857815,0.0067524880686465,-0.1019745420158142,0.3992829918861389,0.222853809595108,0.5987488069408233,0.1729290628615334,0.8269464626040011,0.4999377627327672,0.1220866053891651,0.170378113979026
HLDX010,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8817,2400,50,176,0.0063708427301368,0.006952270281525,-0.0948324220007634,0.3804870247840881,0.2055107504129409,0.589239344908309,0.1460543913526032,0.8537316875683704,0.4998930394604867,0.1019662520580582,0.1554099654151815
HLDX010,conch,bleep_conch_adapter,3,y,low,top50_hvg,8986,2400,50,50,0.0057966092042624,0.0061792356639951,-0.0825637155771255,0.6724854111671448,0.5180665254592896,0.5252918628497519,0.4067589115627214,0.5958674729408511,0.5013131922517863,0.3463311019628735,0.4647868985343107
HLDX010,conch,bleep_conch_adapter,3,y,low,top200_hvg,8986,2400,50,200,0.0023617000434959,0.0022796018069021,-0.0552347718499368,0.3992663323879242,0.2202418148517608,0.5907329723858314,0.1017708089717614,0.8989132762723006,0.500342042622031,0.0867342906422335,0.1783838046589815
HLDX010,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,8986,2400,50,176,0.0023126819898523,0.0020118640910696,-0.0521416070762577,0.3806583881378174,0.2058921605348587,0.581820416142699,0.0869874400170787,0.913554109259806,0.5002707746384424,0.0725846542730823,0.1630839804608631
HOCD032,conch,bleep_conch_adapter,0,x,high,top50_hvg,8690,2400,50,50,0.3803481777571141,0.3806229887085479,0.0949256311636418,0.440211147069931,0.2958664000034332,0.3435521837770622,0.2383432793366613,0.9214166811139288,0.5798799802252951,0.2591663869252791,0.4869411007640182
HOCD032,conch,bleep_conch_adapter,0,x,high,top200_hvg,8690,2400,50,200,0.1785657882341183,0.1764144463692535,0.0073845956165314,0.2984965443611145,0.1523755639791488,0.3476729518571337,0.0618883667402095,0.9797257818298842,0.5208070742850469,0.0680810184945121,0.2186301512588394
HOCD032,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,8690,2400,50,188,0.1709391346741269,0.1685108793734844,0.0040162729929626,0.294721782207489,0.1491744816303253,0.3463792180433926,0.0564305140857597,0.9810543746119044,0.5187424443488321,0.0618544953846623,0.2100841710850493
HOCD032,conch,bleep_conch_adapter,1,y,high,top50_hvg,8963,2400,50,50,0.2464586570230312,0.2282649659866742,-0.0862024840246886,0.5477936267852783,0.3968649208545685,0.4176158531364537,0.217440586240039,0.8923591931142962,0.5548998896771677,0.2398063185970373,0.5331979255630962
HOCD032,conch,bleep_conch_adapter,1,y,high,top200_hvg,8963,2400,50,200,0.1234788350519374,0.1101788089999048,-0.0472823914991749,0.3617013990879059,0.1942159086465835,0.4697986049271033,0.0614137779720691,0.9721635515410688,0.5167886647565691,0.0686322260707062,0.2484680849282144
HOCD032,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8963,2400,50,188,0.1184561032089132,0.1052254298005954,-0.044798434426063,0.3547937870025635,0.1885216832160949,0.4625566948061169,0.0592325736321693,0.9727969523186506,0.51601476297541,0.0648539455839552,0.2399074273540003
HOCD032,conch,bleep_conch_adapter,2,x,low,top50_hvg,8858,2400,50,50,0.2097809764370322,0.2121728122640078,-0.3252369123487733,0.4279601573944092,0.3360567092895508,0.2277861070019229,0.3998063143648326,0.7393003793653007,0.5695533468650666,0.2638480934277802,0.3046589480217888
HOCD032,conch,bleep_conch_adapter,2,x,low,top200_hvg,8858,2400,50,200,0.1069909886483219,0.1077753310661953,-0.2130118826127727,0.2972160577774048,0.1834937483072281,0.2514259196134379,0.1114908621963702,0.9301256083141052,0.5208082352552378,0.0791935473373639,0.1550484016782184
HOCD032,conch,bleep_conch_adapter,2,x,low,marker_hvg_overlap,8858,2400,50,188,0.1023391537752839,0.1032092718017907,-0.2094939701668447,0.2946200668811798,0.1807117164134979,0.2537829837972069,0.0995171170793226,0.937797902774706,0.5186575099270143,0.0735707569245628,0.151510738666446
HOCD032,conch,bleep_conch_adapter,3,y,low,top50_hvg,8914,2400,50,50,0.3158118253946304,0.2994378277713923,-0.0763031657319515,0.381328821182251,0.2722502052783966,0.2449386491233671,0.339587568613158,0.8454324506974583,0.5925100096553082,0.2952726456718771,0.3692925199033186
HOCD032,conch,bleep_conch_adapter,3,y,low,top200_hvg,8914,2400,50,200,0.1512962411573971,0.1417000370105387,-0.1286824526980126,0.2610597610473633,0.1536280661821365,0.2444376390541485,0.0984141589508114,0.9542633581704902,0.5263387585606508,0.0846621638055194,0.1659093642301032
HOCD032,conch,bleep_conch_adapter,3,y,low,marker_hvg_overlap,8914,2400,50,188,0.1448112659876487,0.1354435269519321,-0.1381349098159107,0.2597903311252594,0.1524515599012375,0.2412882412841763,0.0930685758541166,0.9550220266752488,0.5240453012646826,0.0781373244969914,0.1596397967196968
HOCW023,conch,bleep_conch_adapter,0,x,high,top50_hvg,9002,2400,50,50,0.2026115059514995,0.193507233879507,-0.0219129881553817,0.3199422955513,0.1936822980642318,0.2120333359557148,0.0668778053126147,0.972046714641098,0.5194622599768564,0.0766770948111344,0.253830890929924
HOCW023,conch,bleep_conch_adapter,0,x,high,top200_hvg,9002,2400,50,200,0.1090852680309035,0.1057960599846115,-0.039904954288213,0.2198038250207901,0.102280281484127,0.2111439715780895,0.016842153301505,0.9929631694459796,0.5049026613737424,0.0193805364543689,0.1207393570594657
HOCW023,conch,bleep_conch_adapter,0,x,high,marker_hvg_overlap,9002,2400,50,195,0.1078986831458631,0.1046589164052047,-0.0412195008716737,0.2201189696788787,0.1022648438811302,0.213075175863277,0.0172740033861589,0.9927827378933124,0.5050283706397357,0.0198774732865322,0.1203733402997046
HOCW023,conch,bleep_conch_adapter,1,y,high,top50_hvg,8977,2400,50,50,0.0764084234228357,0.0650724253188472,-0.0579535058402689,0.2037819772958755,0.0952847078442573,0.2367780845146595,0.0234906230684387,0.9853491960659428,0.5044199095671907,0.0198527957001559,0.0881423523221247
HOCW023,conch,bleep_conch_adapter,1,y,high,top200_hvg,8977,2400,50,200,0.049022534473479,0.04171330772431,-0.0626304126781178,0.1445385962724685,0.0493036657571792,0.1755301149319743,0.0069440843385382,0.9959162410161406,0.5014301626773394,0.0055754438229981,0.0474199650418166
HOCW023,conch,bleep_conch_adapter,1,y,high,marker_hvg_overlap,8977,2400,50,195,0.0499703651773206,0.0426097277734545,-0.0622501724632456,0.1453059315681457,0.0495926104485988,0.1769888054438391,0.0071221377831161,0.9958115292473236,0.5014668335152199,0.0057184039210237,0.0479349664073025
