cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,sample,encoder,seed,ratio,n_genes,species,organ,condition
fibroblast.,160,coordinate,0.522560179233551,0.216282844543457,MBDC037,conch,0,1.0,200,mouse,bone,femur
fibroblast.,160,image,0.2571280300617218,0.2603211104869842,MBDC037,conch,0,1.0,200,mouse,bone,femur
fibroblast.,160,spatial_knn,0.6285170316696167,0.1844887435436248,MBDC037,conch,0,1.0,200,mouse,bone,femur
macrophage.,293,train_mean,0.229306936264038,0.2503076195716858,MBDC037,conch,0,1.0,200,mouse,bone,femur
macrophage.,293,coordinate,0.6809774041175842,0.1602124869823455,MBDC037,conch,0,1.0,200,mouse,bone,femur
macrophage.,293,image,0.2986970543861389,0.2349489480257034,MBDC037,conch,0,1.0,200,mouse,bone,femur
macrophage.,293,spatial_knn,0.661657452583313,0.1551473140716552,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,52,train_mean,0.3672417402267456,0.2185301482677459,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,52,coordinate,0.6606365442276001,0.1655660420656204,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,52,image,0.4444676637649536,0.2022604197263717,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,52,spatial_knn,0.8218172192573547,0.0918028354644775,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte.,123,train_mean,0.2374066561460495,0.2776669263839721,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte.,123,coordinate,0.6688967347145081,0.1776576936244964,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte.,123,image,0.3223239183425903,0.2588931620121002,MBDC037,conch,0,1.0,200,mouse,bone,femur
megakaryocyte.,123,spatial_knn,0.7582102417945862,0.2086040526628494,MBDC037,conch,0,1.0,200,mouse,bone,femur
monocyte.,123,train_mean,0.1879344582557678,0.2977271974086761,MBDC037,conch,0,1.0,200,mouse,bone,femur
monocyte.,123,coordinate,0.6192405819892883,0.203566089272499,MBDC037,conch,0,1.0,200,mouse,bone,femur
monocyte.,123,image,0.2688117623329162,0.2797548770904541,MBDC037,conch,0,1.0,200,mouse,bone,femur
monocyte.,123,spatial_knn,0.7856541872024536,0.197330355644226,MBDC037,conch,0,1.0,200,mouse,bone,femur
neutrophil.,270,train_mean,0.2113421261310577,0.2723517715930938,MBDC037,conch,0,1.0,200,mouse,bone,femur
neutrophil.,270,coordinate,0.6341718435287476,0.181045576930046,MBDC037,conch,0,1.0,200,mouse,bone,femur
neutrophil.,270,image,0.2933715581893921,0.2543646097183227,MBDC037,conch,0,1.0,200,mouse,bone,femur
neutrophil.,270,spatial_knn,0.7348105311393738,0.1733644753694534,MBDC037,conch,0,1.0,200,mouse,bone,femur
smooth muscle cell.,37,train_mean,0.8972168564796448,0.2721247673034668,MBDC037,conch,0,1.0,200,mouse,bone,femur
smooth muscle cell.,37,coordinate,0.4583955705165863,0.3853677809238434,MBDC037,conch,0,1.0,200,mouse,bone,femur
smooth muscle cell.,37,image,0.860228955745697,0.2880048453807831,MBDC037,conch,0,1.0,200,mouse,bone,femur
smooth muscle cell.,37,spatial_knn,0.617716372013092,0.379843533039093,MBDC037,conch,0,1.0,200,mouse,bone,femur
capillary endothelial cell.,35,train_mean,0.8727173209190369,0.4876214861869812,MBDC037,conch,1,1.0,200,mouse,bone,femur
capillary endothelial cell.,35,coordinate,0.9625273942947388,0.1966503113508224,MBDC037,conch,1,1.0,200,mouse,bone,femur
capillary endothelial cell.,35,image,0.8162551522254944,0.5064225196838379,MBDC037,conch,1,1.0,200,mouse,bone,femur
capillary endothelial cell.,35,spatial_knn,0.9470397233963012,0.3398153185844421,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle cell.,101,train_mean,0.864569365978241,0.2459755688905716,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle cell.,101,coordinate,0.9705700874328612,0.2842704653739929,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle cell.,101,image,0.816614031791687,0.2641300857067108,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle cell.,101,spatial_knn,0.8169001936912537,0.2508448958396911,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,180,train_mean,0.8795019388198853,0.5052790641784668,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,180,coordinate,0.9853670001029968,0.176219955086708,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,180,image,0.8302826881408691,0.5229615569114685,MBDC037,conch,1,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,180,spatial_knn,0.9588901996612548,0.3647153973579407,MBDC037,conch,1,1.0,200,mouse,bone,femur
endothelial cell.,600,train_mean,0.908111035823822,0.1240883991122245,MBDC037,conch,1,1.0,200,mouse,bone,femur
endothelial cell.,600,coordinate,0.932063639163971,0.2554347217082977,MBDC037,conch,1,1.0,200,mouse,bone,femur
endothelial cell.,600,image,0.865898072719574,0.1423449963331222,MBDC037,conch,1,1.0,200,mouse,bone,femur
endothelial cell.,600,spatial_knn,0.9149098992347716,0.1234662756323814,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroblast.,39,train_mean,0.2768749892711639,0.2925622165203094,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroblast.,39,coordinate,0.0246994104236364,0.5715556144714355,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroblast.,39,image,0.3568389415740967,0.2750227451324463,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroblast.,39,spatial_knn,0.512932300567627,0.2641670107841491,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythrocyte.,131,train_mean,0.338228315114975,0.2857286334037781,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythrocyte.,131,coordinate,0.0962186157703399,0.5351385474205017,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythrocyte.,131,image,0.4201563000679016,0.2673206925392151,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythrocyte.,131,spatial_knn,0.6179511547088623,0.2337805032730102,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,train_mean,0.4036462306976318,0.2458896785974502,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,coordinate,0.1497338861227035,0.5296107530593872,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,image,0.4831559658050537,0.2276540249586105,MBDC037,conch,1,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,spatial_knn,0.6282997131347656,0.2214591205120086,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,51,train_mean,0.5001559853553772,0.2363266348838806,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,51,coordinate,0.5137242078781128,0.3672106266021728,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,51,image,0.4673960208892822,0.241156980395317,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,51,spatial_knn,0.5218085646629333,0.2745864689350128,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast.,157,train_mean,0.2845901846885681,0.2570129930973053,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast.,157,coordinate,0.2899544239044189,0.4186599850654602,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast.,157,image,0.2707765698432922,0.2556115686893463,MBDC037,conch,1,1.0,200,mouse,bone,femur
fibroblast.,157,spatial_knn,0.3616861999034881,0.2884905040264129,MBDC037,conch,1,1.0,200,mouse,bone,femur
macrophage.,311,train_mean,0.2664995491504669,0.2423348128795623,MBDC037,conch,1,1.0,200,mouse,bone,femur
macrophage.,311,coordinate,0.0817490741610527,0.4510328769683838,MBDC037,conch,1,1.0,200,mouse,bone,femur
macrophage.,311,image,0.3519665598869324,0.2240148484706878,MBDC037,conch,1,1.0,200,mouse,bone,femur
macrophage.,311,spatial_knn,0.526114821434021,0.2221797257661819,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,61,train_mean,0.351653128862381,0.2209846526384353,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,61,coordinate,0.0671862438321113,0.5381225347518921,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,61,image,0.4446851015090942,0.2017156779766082,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,61,spatial_knn,0.793433427810669,0.1421811133623123,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte.,136,train_mean,0.2835325896739959,0.266908586025238,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte.,136,coordinate,0.0421143621206283,0.4679825901985168,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte.,136,image,0.3841726779937744,0.2451753169298172,MBDC037,conch,1,1.0,200,mouse,bone,femur
megakaryocyte.,136,spatial_knn,0.808890700340271,0.1445978581905365,MBDC037,conch,1,1.0,200,mouse,bone,femur
monocyte.,121,train_mean,0.2366719096899032,0.2842910587787628,MBDC037,conch,1,1.0,200,mouse,bone,femur
monocyte.,121,coordinate,0.0574898123741149,0.4598811864852905,MBDC037,conch,1,1.0,200,mouse,bone,femur
monocyte.,121,image,0.3302476704120636,0.2640351057052612,MBDC037,conch,1,1.0,200,mouse,bone,femur
monocyte.,121,spatial_knn,0.7402229309082031,0.1814608722925186,MBDC037,conch,1,1.0,200,mouse,bone,femur
neutrophil.,239,train_mean,0.2612022161483764,0.2655056416988373,MBDC037,conch,1,1.0,200,mouse,bone,femur
neutrophil.,239,coordinate,0.0598279051482677,0.4652478098869324,MBDC037,conch,1,1.0,200,mouse,bone,femur
neutrophil.,239,image,0.3575117290019989,0.2447425276041031,MBDC037,conch,1,1.0,200,mouse,bone,femur
neutrophil.,239,spatial_knn,0.7136449813842773,0.1839945912361145,MBDC037,conch,1,1.0,200,mouse,bone,femur
smooth muscle cell.,44,train_mean,0.8687397837638855,0.215083435177803,MBDC037,conch,1,1.0,200,mouse,bone,femur
smooth muscle cell.,44,coordinate,0.928656816482544,0.2312233746051788,MBDC037,conch,1,1.0,200,mouse,bone,femur
smooth muscle cell.,44,image,0.8165504932403564,0.2348090708255767,MBDC037,conch,1,1.0,200,mouse,bone,femur
smooth muscle cell.,44,spatial_knn,0.91476172208786,0.1613420695066452,MBDC037,conch,1,1.0,200,mouse,bone,femur
capillary endothelial cell.,103,train_mean,0.7745300531387329,0.4829665720462799,MBDC037,conch,2,1.0,200,mouse,bone,femur
capillary endothelial cell.,103,coordinate,0.9139408469200134,0.2938993275165558,MBDC037,conch,2,1.0,200,mouse,bone,femur
capillary endothelial cell.,103,image,0.7745300531387329,0.4829665720462799,MBDC037,conch,2,1.0,200,mouse,bone,femur
capillary endothelial cell.,103,spatial_knn,0.7462543845176697,0.5091583132743835,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac endothelial cell.,27,train_mean,0.7672341465950012,0.4018482863903045,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac endothelial cell.,27,coordinate,0.9048378467559814,0.2479606568813324,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac endothelial cell.,27,image,0.7672341465950012,0.4018482863903045,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac endothelial cell.,27,spatial_knn,0.8438767194747925,0.405473530292511,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle cell.,311,train_mean,0.7845836877822876,0.2279105931520462,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle cell.,311,coordinate,0.9114709496498108,0.2356201112270355,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle cell.,311,image,0.7845836877822876,0.2279105931520462,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle cell.,311,spatial_knn,0.7849503755569458,0.233048602938652,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,305,train_mean,0.8046010136604309,0.4173432886600494,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,305,coordinate,0.9323969483375548,0.2193140685558319,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,305,image,0.8046010136604309,0.4173432886600494,MBDC037,conch,2,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,305,spatial_knn,0.8630671501159668,0.4176985621452331,MBDC037,conch,2,1.0,200,mouse,bone,femur
endothelial cell.,614,train_mean,0.83118736743927,0.1715705841779709,MBDC037,conch,2,1.0,200,mouse,bone,femur
endothelial cell.,614,coordinate,0.94311785697937,0.1450309008359909,MBDC037,conch,2,1.0,200,mouse,bone,femur
endothelial cell.,614,image,0.83118736743927,0.1715705841779709,MBDC037,conch,2,1.0,200,mouse,bone,femur
endothelial cell.,614,spatial_knn,0.8016518950462341,0.1977751553058624,MBDC037,conch,2,1.0,200,mouse,bone,femur
erythrocyte.,53,train_mean,0.359971821308136,0.2574519217014313,MBDC037,conch,2,1.0,200,mouse,bone,femur
erythrocyte.,53,coordinate,0.2826513350009918,0.2380014210939407,MBDC037,conch,2,1.0,200,mouse,bone,femur
erythrocyte.,53,image,0.359971821308136,0.2574519217014313,MBDC037,conch,2,1.0,200,mouse,bone,femur
erythrocyte.,53,spatial_knn,0.3361652791500091,0.2687539458274841,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,72,train_mean,0.4141716361045837,0.2442925870418548,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,72,coordinate,0.559238612651825,0.2430225014686584,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,72,image,0.4141716361045837,0.2442925870418548,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,72,spatial_knn,0.5040192604064941,0.2186825722455978,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast.,208,train_mean,0.2521703243255615,0.2612619996070862,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast.,208,coordinate,0.3314077258110046,0.2422757744789123,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast.,208,image,0.2521703243255615,0.2612619996070862,MBDC037,conch,2,1.0,200,mouse,bone,femur
fibroblast.,208,spatial_knn,0.257081538438797,0.2430356591939926,MBDC037,conch,2,1.0,200,mouse,bone,femur
kidney distal convoluted tubule epithelial cell.,21,train_mean,0.6201408505439758,0.2247246354818344,MBDC037,conch,2,1.0,200,mouse,bone,femur
kidney distal convoluted tubule epithelial cell.,21,coordinate,0.7213960289955139,0.4569527804851532,MBDC037,conch,2,1.0,200,mouse,bone,femur
kidney distal convoluted tubule epithelial cell.,21,image,0.6201408505439758,0.2247246354818344,MBDC037,conch,2,1.0,200,mouse,bone,femur
kidney distal convoluted tubule epithelial cell.,21,spatial_knn,0.7191987037658691,0.107902206480503,MBDC037,conch,2,1.0,200,mouse,bone,femur
macrophage.,111,train_mean,0.4449101090431213,0.1961396187543869,MBDC037,conch,2,1.0,200,mouse,bone,femur
macrophage.,111,coordinate,0.3474166095256805,0.1688518971204757,MBDC037,conch,2,1.0,200,mouse,bone,femur
macrophage.,111,image,0.4449101090431213,0.1961396187543869,MBDC037,conch,2,1.0,200,mouse,bone,femur
macrophage.,111,spatial_knn,0.5982761383056641,0.165334939956665,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,31,train_mean,0.3418379724025726,0.2311503142118454,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,31,coordinate,0.5200315713882446,0.1667646467685699,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,31,image,0.3418379724025726,0.2311503142118454,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,31,spatial_knn,0.3958713710308075,0.2337984293699264,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte.,59,train_mean,0.332500696182251,0.2692123651504516,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte.,59,coordinate,0.595806896686554,0.2290401458740234,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte.,59,image,0.332500696182251,0.2692123651504516,MBDC037,conch,2,1.0,200,mouse,bone,femur
megakaryocyte.,59,spatial_knn,0.2911721765995025,0.3022767901420593,MBDC037,conch,2,1.0,200,mouse,bone,femur
monocyte.,61,train_mean,0.3241201341152191,0.2664076387882232,MBDC037,conch,2,1.0,200,mouse,bone,femur
monocyte.,61,coordinate,0.5537699460983276,0.2166798412799835,MBDC037,conch,2,1.0,200,mouse,bone,femur
monocyte.,61,image,0.3241201341152191,0.2664076387882232,MBDC037,conch,2,1.0,200,mouse,bone,femur
monocyte.,61,spatial_knn,0.6799948215484619,0.1884608715772628,MBDC037,conch,2,1.0,200,mouse,bone,femur
neutrophil.,102,train_mean,0.3955669701099396,0.2300990670919418,MBDC037,conch,2,1.0,200,mouse,bone,femur
neutrophil.,102,coordinate,0.6228177547454834,0.1769561022520065,MBDC037,conch,2,1.0,200,mouse,bone,femur
neutrophil.,102,image,0.3955669701099396,0.2300990670919418,MBDC037,conch,2,1.0,200,mouse,bone,femur
neutrophil.,102,spatial_knn,0.4902862906455993,0.2200087010860443,MBDC037,conch,2,1.0,200,mouse,bone,femur
smooth muscle cell.,70,train_mean,0.7463488578796387,0.2213077545166015,MBDC037,conch,2,1.0,200,mouse,bone,femur
smooth muscle cell.,70,coordinate,0.8576661944389343,0.2057414054870605,MBDC037,conch,2,1.0,200,mouse,bone,femur
smooth muscle cell.,70,image,0.7463488578796387,0.2213077545166015,MBDC037,conch,2,1.0,200,mouse,bone,femur
smooth muscle cell.,70,spatial_knn,0.8268076777458191,0.2176384180784225,MBDC037,conch,2,1.0,200,mouse,bone,femur
capillary endothelial cell.,44,train_mean,0.8504623174667358,0.442480206489563,MBDC037,conch,3,1.0,200,mouse,bone,femur
capillary endothelial cell.,44,coordinate,-0.7100451588630676,0.8135883212089539,MBDC037,conch,3,1.0,200,mouse,bone,femur
capillary endothelial cell.,44,image,0.941591739654541,0.3822241425514221,MBDC037,conch,3,1.0,200,mouse,bone,femur
capillary endothelial cell.,44,spatial_knn,0.1561384797096252,0.6281144022941589,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle cell.,86,train_mean,0.8563199639320374,0.2181461155414581,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle cell.,86,coordinate,-0.7286702394485474,0.5681960582733154,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle cell.,86,image,0.9609922170639038,0.1235643997788429,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle cell.,86,spatial_knn,0.5397821068763733,0.3427344262599945,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,123,train_mean,0.8729501962661743,0.4304676949977875,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,123,coordinate,-0.7567394375801086,0.8291625380516052,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,123,image,0.9661942720413208,0.3362883031368255,MBDC037,conch,3,1.0,200,mouse,bone,femur
cardiac muscle myoblast.,123,spatial_knn,0.3652727007865906,0.6022360920906067,MBDC037,conch,3,1.0,200,mouse,bone,femur
endothelial cell.,530,train_mean,0.8643524646759033,0.1241078674793243,MBDC037,conch,3,1.0,200,mouse,bone,femur
endothelial cell.,530,coordinate,-0.5593390464782715,0.4695093631744385,MBDC037,conch,3,1.0,200,mouse,bone,femur
endothelial cell.,530,image,0.8699448704719543,0.1352464705705642,MBDC037,conch,3,1.0,200,mouse,bone,femur
endothelial cell.,530,spatial_knn,0.5967299938201904,0.2449050098657608,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroblast.,50,train_mean,0.2278517335653305,0.2991814315319061,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroblast.,50,coordinate,0.448188304901123,0.2662797272205353,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroblast.,50,image,0.2233055233955383,0.2837171256542206,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroblast.,50,spatial_knn,0.175893634557724,0.2699469029903412,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythrocyte.,130,train_mean,0.2321979999542236,0.3302668333053589,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythrocyte.,130,coordinate,0.4708572328090668,0.3121828436851501,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythrocyte.,130,image,0.219442993402481,0.3231732547283172,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythrocyte.,130,spatial_knn,0.1829360574483871,0.3208156228065491,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,train_mean,0.2939237356185913,0.2733117938041687,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,coordinate,0.466497927904129,0.2798958420753479,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,image,0.269861489534378,0.2697632014751434,MBDC037,conch,3,1.0,200,mouse,bone,femur
erythroid lineage cell.,31,spatial_knn,0.1023687496781349,0.2947414219379425,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,68,train_mean,0.3618752062320709,0.254364401102066,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,68,coordinate,-0.1594065576791763,0.3933973014354706,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,68,image,0.2994831800460815,0.3092842996120453,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast of cardiac tissue.,68,spatial_knn,0.120661623775959,0.2588422894477844,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast.,249,train_mean,0.2426613867282867,0.2791551649570465,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast.,249,coordinate,-0.0280214287340641,0.3459359109401703,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast.,249,image,0.1634441614151001,0.3196701407432556,MBDC037,conch,3,1.0,200,mouse,bone,femur
fibroblast.,249,spatial_knn,0.0599716641008853,0.2600608766078949,MBDC037,conch,3,1.0,200,mouse,bone,femur
macrophage.,218,train_mean,0.249583750963211,0.2442142069339752,MBDC037,conch,3,1.0,200,mouse,bone,femur
macrophage.,218,coordinate,0.5495817065238953,0.2470095008611679,MBDC037,conch,3,1.0,200,mouse,bone,femur
macrophage.,218,image,0.1752975583076477,0.2486132085323333,MBDC037,conch,3,1.0,200,mouse,bone,femur
macrophage.,218,spatial_knn,0.1486479640007019,0.2194157987833023,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,72,train_mean,0.2403841763734817,0.2583671808242798,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,72,coordinate,0.5407019853591919,0.2455490529537201,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,72,image,0.2290512174367904,0.2448468804359436,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte-erythroid progenitor cell.,72,spatial_knn,0.1821897476911544,0.2380271255970001,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte.,156,train_mean,0.226061925292015,0.2986399531364441,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte.,156,coordinate,0.6155555248260498,0.2998408675193786,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte.,156,image,0.2150477170944214,0.2915964126586914,MBDC037,conch,3,1.0,200,mouse,bone,femur
megakaryocyte.,156,spatial_knn,0.1272159665822982,0.3132286965847015,MBDC037,conch,3,1.0,200,mouse,bone,femur
monocyte.,143,train_mean,0.2034486681222915,0.3002309501171112,MBDC037,conch,3,1.0,200,mouse,bone,femur
monocyte.,143,coordinate,0.6035674214363098,0.2687720358371734,MBDC037,conch,3,1.0,200,mouse,bone,femur
monocyte.,143,image,0.1701884716749191,0.2970429956912994,MBDC037,conch,3,1.0,200,mouse,bone,femur
monocyte.,143,spatial_knn,0.2050484716892242,0.286118596792221,MBDC037,conch,3,1.0,200,mouse,bone,femur
neutrophil.,276,train_mean,0.2303337901830673,0.2685122489929199,MBDC037,conch,3,1.0,200,mouse,bone,femur
neutrophil.,276,coordinate,0.6181886196136475,0.2399944067001342,MBDC037,conch,3,1.0,200,mouse,bone,femur
neutrophil.,276,image,0.2164077013731002,0.258464515209198,MBDC037,conch,3,1.0,200,mouse,bone,femur
neutrophil.,276,spatial_knn,0.3488430082798004,0.2242948859930038,MBDC037,conch,3,1.0,200,mouse,bone,femur
smooth muscle cell.,54,train_mean,0.7251287698745728,0.2391242831945419,MBDC037,conch,3,1.0,200,mouse,bone,femur
smooth muscle cell.,54,coordinate,-0.4820375144481659,0.5290336012840271,MBDC037,conch,3,1.0,200,mouse,bone,femur
smooth muscle cell.,54,image,0.7537552714347839,0.2291293144226074,MBDC037,conch,3,1.0,200,mouse,bone,femur
smooth muscle cell.,54,spatial_knn,0.394343614578247,0.3395874202251434,MBDC037,conch,3,1.0,200,mouse,bone,femur
"CD8-positive, alpha-beta T cell.",23,train_mean,0.7566007375717163,0.2527572214603424,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
"CD8-positive, alpha-beta T cell.",23,coordinate,0.7263725399971008,0.2822049260139465,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
"CD8-positive, alpha-beta T cell.",23,image,0.8486981987953186,0.1111445426940918,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
"CD8-positive, alpha-beta T cell.",23,spatial_knn,0.7651023268699646,0.2145864963531494,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
T cell.,84,train_mean,0.7897436618804932,0.1951737403869629,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
T cell.,84,coordinate,0.7834933400154114,0.2165842056274414,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
T cell.,84,image,0.9164412021636964,0.0876406207680702,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
T cell.,84,spatial_knn,0.8472165465354919,0.1474635601043701,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
endothelial cell.,633,train_mean,0.9805723428726196,0.0559820607304573,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
endothelial cell.,633,coordinate,0.964037537574768,0.0791701599955558,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
endothelial cell.,633,image,0.9885104894638062,0.048068705946207,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
endothelial cell.,633,spatial_knn,0.9667989611625672,0.0819547772407531,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
enterocyte.,29,train_mean,0.8369635343551636,0.2258176207542419,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
enterocyte.,29,coordinate,0.7926746010780334,0.2449157536029815,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
enterocyte.,29,image,0.9637333750724792,0.1184564307332038,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
enterocyte.,29,spatial_knn,0.8724352717399597,0.2104520499706268,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
epithelial cell of proximal tubule.,33,train_mean,0.8875674605369568,0.185438260436058,PCHM006,conch,0,1.0,200,human,pancreas,pancreatic cancer
