cell_type,n_cells,model,pseudobulk_pearson,pseudobulk_rmse_log1p,sample,encoder,seed,ratio,n_genes,species,organ,condition
urethra urothelial cell.,42,coordinate,0.7498325109481812,0.3883474767208099,FFMC016,conch,2,1.0,200,mouse,colon,colon
urethra urothelial cell.,42,image,0.9626988172531128,0.1590723693370819,FFMC016,conch,2,1.0,200,mouse,colon,colon
urethra urothelial cell.,42,spatial_knn,0.6541579961776733,0.4358757436275482,FFMC016,conch,2,1.0,200,mouse,colon,colon
astrocyte.,46,train_mean,0.1805653423070907,0.7000687122344971,FFMC016,conch,3,1.0,200,mouse,colon,colon
astrocyte.,46,coordinate,-0.0020238063298165,0.93077951669693,FFMC016,conch,3,1.0,200,mouse,colon,colon
astrocyte.,46,image,0.5562485456466675,0.5449379682540894,FFMC016,conch,3,1.0,200,mouse,colon,colon
astrocyte.,46,spatial_knn,0.1621759086847305,0.7129181623458862,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac endothelial cell.,41,train_mean,0.559740424156189,0.43269744515419,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac endothelial cell.,41,coordinate,0.1332870721817016,0.7811570167541504,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac endothelial cell.,41,image,0.9809041023254396,0.1074991524219513,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac endothelial cell.,41,spatial_knn,0.494150310754776,0.4651074409484863,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac muscle myoblast.,166,train_mean,0.5250256657600403,0.4604237973690033,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac muscle myoblast.,166,coordinate,0.0783490240573883,0.8119486570358276,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac muscle myoblast.,166,image,0.9847859740257264,0.1025722697377204,FFMC016,conch,3,1.0,200,mouse,colon,colon
cardiac muscle myoblast.,166,spatial_knn,0.4978956878185272,0.46814626455307,FFMC016,conch,3,1.0,200,mouse,colon,colon
endothelial cell.,367,train_mean,0.924942910671234,0.1432905793190002,FFMC016,conch,3,1.0,200,mouse,colon,colon
endothelial cell.,367,coordinate,0.8479673862457275,0.352649450302124,FFMC016,conch,3,1.0,200,mouse,colon,colon
endothelial cell.,367,image,0.9576146602630616,0.1035616770386695,FFMC016,conch,3,1.0,200,mouse,colon,colon
endothelial cell.,367,spatial_knn,0.9215478897094728,0.1669127792119979,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte of epithelium of large intestine.,117,train_mean,0.8389067649841309,0.315315693616867,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte of epithelium of large intestine.,117,coordinate,0.95491623878479,0.1866745203733444,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte of epithelium of large intestine.,117,image,0.989806056022644,0.0951685309410095,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte of epithelium of large intestine.,117,spatial_knn,0.8876911401748657,0.2721913456916809,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte.,480,train_mean,0.8378058671951294,0.3515229821205139,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte.,480,coordinate,0.9429833889007568,0.2026286423206329,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte.,480,image,0.9940089583396912,0.0842166170477867,FFMC016,conch,3,1.0,200,mouse,colon,colon
enterocyte.,480,spatial_knn,0.9023357629776,0.2846668362617492,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell of proximal tubule.,29,train_mean,0.8987045884132385,0.2335652112960815,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell of proximal tubule.,29,coordinate,0.938226580619812,0.4104624092578888,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell of proximal tubule.,29,image,0.9270818829536438,0.1958219856023788,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell of proximal tubule.,29,spatial_knn,0.9276313185691832,0.2563280761241913,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell.,20,train_mean,0.7976320385932922,0.2722476124763489,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell.,20,coordinate,0.8133082389831543,0.438518762588501,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell.,20,image,0.8717688322067261,0.2327361404895782,FFMC016,conch,3,1.0,200,mouse,colon,colon
epithelial cell.,20,spatial_knn,0.8349639773368835,0.3300378620624542,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast of cardiac tissue.,39,train_mean,0.5618394017219543,0.3711530566215515,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast of cardiac tissue.,39,coordinate,0.1823363006114959,0.7186456918716431,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast of cardiac tissue.,39,image,0.905927300453186,0.1780808866024017,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast of cardiac tissue.,39,spatial_knn,0.5188606381416321,0.3907347619533539,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast.,147,train_mean,0.5500213503837585,0.3749454319477081,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast.,147,coordinate,0.1698373258113861,0.7178650498390198,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast.,147,image,0.9099510908126832,0.1721105426549911,FFMC016,conch,3,1.0,200,mouse,colon,colon
fibroblast.,147,spatial_knn,0.4904263615608215,0.4113136231899261,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney collecting duct principal cell.,53,train_mean,0.8059863448143005,0.3059834837913513,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney collecting duct principal cell.,53,coordinate,0.9357917308807372,0.2271398156881332,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney collecting duct principal cell.,53,image,0.9731119871139526,0.1280076205730438,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney collecting duct principal cell.,53,spatial_knn,0.8741865754127502,0.2531717419624328,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle epithelial cell.,57,train_mean,0.7897331714630127,0.5062164068222046,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle epithelial cell.,57,coordinate,0.9347570538520812,0.2815911769866943,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle epithelial cell.,57,image,0.984189510345459,0.2743388414382934,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle epithelial cell.,57,spatial_knn,0.9014339447021484,0.3959289193153381,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle medullary thick ascending limb epithelial cell.,90,train_mean,0.8173415064811707,0.4388545453548431,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle medullary thick ascending limb epithelial cell.,90,coordinate,0.9548233151435852,0.2128885388374328,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle medullary thick ascending limb epithelial cell.,90,image,0.988686978816986,0.2257449775934219,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle medullary thick ascending limb epithelial cell.,90,spatial_knn,0.8899140357971191,0.3783522546291351,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle thick ascending limb epithelial cell.,169,train_mean,0.8244530558586121,0.2928057909011841,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle thick ascending limb epithelial cell.,169,coordinate,0.9550026655197144,0.1852421760559082,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle thick ascending limb epithelial cell.,169,image,0.9867011308670044,0.0914936587214469,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney loop of Henle thick ascending limb epithelial cell.,169,spatial_knn,0.8900890350341797,0.2412637919187545,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney proximal convoluted tubule epithelial cell.,27,train_mean,0.2248816341161728,0.5876991152763367,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney proximal convoluted tubule epithelial cell.,27,coordinate,0.1878154724836349,0.9483888745307922,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney proximal convoluted tubule epithelial cell.,27,image,0.2275559157133102,0.6049774885177612,FFMC016,conch,3,1.0,200,mouse,colon,colon
kidney proximal convoluted tubule epithelial cell.,27,spatial_knn,0.1725632548332214,0.6380978226661682,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal cell of prostate epithelium.,39,train_mean,0.8320274949073792,0.2968239188194275,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal cell of prostate epithelium.,39,coordinate,0.9492574334144592,0.1993463635444641,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal cell of prostate epithelium.,39,image,0.9813838601112366,0.1091962084174156,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal cell of prostate epithelium.,39,spatial_knn,0.8799217343330383,0.2561650574207306,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal epithelial cell of mammary gland.,22,train_mean,0.7953338027000427,0.3976243436336517,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal epithelial cell of mammary gland.,22,coordinate,0.9322721362113952,0.2262666076421737,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal epithelial cell of mammary gland.,22,image,0.9778282642364502,0.174365296959877,FFMC016,conch,3,1.0,200,mouse,colon,colon
luminal epithelial cell of mammary gland.,22,spatial_knn,0.9519795775413512,0.2262042760848999,FFMC016,conch,3,1.0,200,mouse,colon,colon
smooth muscle cell.,338,train_mean,0.5800542235374451,0.4119959771633148,FFMC016,conch,3,1.0,200,mouse,colon,colon
smooth muscle cell.,338,coordinate,0.1494500786066055,0.7664435505867004,FFMC016,conch,3,1.0,200,mouse,colon,colon
smooth muscle cell.,338,image,0.9875184893608092,0.0921518951654434,FFMC016,conch,3,1.0,200,mouse,colon,colon
smooth muscle cell.,338,spatial_knn,0.5247463583946228,0.439347356557846,FFMC016,conch,3,1.0,200,mouse,colon,colon
urethra urothelial cell.,23,train_mean,0.8257365822792053,0.3631917238235473,FFMC016,conch,3,1.0,200,mouse,colon,colon
urethra urothelial cell.,23,coordinate,0.9076836705207824,0.2610976696014404,FFMC016,conch,3,1.0,200,mouse,colon,colon
urethra urothelial cell.,23,image,0.977158784866333,0.1499664783477783,FFMC016,conch,3,1.0,200,mouse,colon,colon
urethra urothelial cell.,23,spatial_knn,0.8424453139305115,0.3421125113964081,FFMC016,conch,3,1.0,200,mouse,colon,colon
B cell.,88,train_mean,0.347596138715744,0.2754769325256347,HBCA041,conch,0,1.0,200,human,breast,breast IDC
B cell.,88,coordinate,0.2873599529266357,0.3091238141059875,HBCA041,conch,0,1.0,200,human,breast,breast IDC
B cell.,88,image,0.7836630344390869,0.120640605688095,HBCA041,conch,0,1.0,200,human,breast,breast IDC
B cell.,88,spatial_knn,0.307121992111206,0.346242606639862,HBCA041,conch,0,1.0,200,human,breast,breast IDC
T cell.,72,train_mean,0.2932666838169098,0.2948914468288421,HBCA041,conch,0,1.0,200,human,breast,breast IDC
T cell.,72,coordinate,0.2293920814990997,0.3302501440048218,HBCA041,conch,0,1.0,200,human,breast,breast IDC
T cell.,72,image,0.8566448092460632,0.1225916221737861,HBCA041,conch,0,1.0,200,human,breast,breast IDC
T cell.,72,spatial_knn,0.2515396475791931,0.3405102491378784,HBCA041,conch,0,1.0,200,human,breast,breast IDC
ciliated cell.,114,train_mean,0.8365679979324341,0.281905859708786,HBCA041,conch,0,1.0,200,human,breast,breast IDC
ciliated cell.,114,coordinate,0.7361832857131958,0.3110819458961487,HBCA041,conch,0,1.0,200,human,breast,breast IDC
ciliated cell.,114,image,0.9822390079498292,0.0979317873716354,HBCA041,conch,0,1.0,200,human,breast,breast IDC
ciliated cell.,114,spatial_knn,0.8664296269416809,0.240322008728981,HBCA041,conch,0,1.0,200,human,breast,breast IDC
cultured cell.,301,train_mean,0.858403205871582,0.2647429406642914,HBCA041,conch,0,1.0,200,human,breast,breast IDC
cultured cell.,301,coordinate,0.7592304944992065,0.2950552701950073,HBCA041,conch,0,1.0,200,human,breast,breast IDC
cultured cell.,301,image,0.9862481951713562,0.0966882556676864,HBCA041,conch,0,1.0,200,human,breast,breast IDC
cultured cell.,301,spatial_knn,0.8774016499519348,0.2291697412729263,HBCA041,conch,0,1.0,200,human,breast,breast IDC
endothelial cell.,192,train_mean,0.4443016648292541,0.2985098659992218,HBCA041,conch,0,1.0,200,human,breast,breast IDC
endothelial cell.,192,coordinate,0.4655947387218475,0.3114301562309265,HBCA041,conch,0,1.0,200,human,breast,breast IDC
endothelial cell.,192,image,0.7027338743209839,0.2194404155015945,HBCA041,conch,0,1.0,200,human,breast,breast IDC
endothelial cell.,192,spatial_knn,0.3994782865047455,0.3320289850234985,HBCA041,conch,0,1.0,200,human,breast,breast IDC
fibroblast.,338,train_mean,0.6519832611083984,0.2962032556533813,HBCA041,conch,0,1.0,200,human,breast,breast IDC
fibroblast.,338,coordinate,0.7375146150588989,0.268288105726242,HBCA041,conch,0,1.0,200,human,breast,breast IDC
fibroblast.,338,image,0.9373791813850404,0.1580433547496795,HBCA041,conch,0,1.0,200,human,breast,breast IDC
fibroblast.,338,spatial_knn,0.6122180223464966,0.3118407130241394,HBCA041,conch,0,1.0,200,human,breast,breast IDC
goblet cell.,463,train_mean,0.8500232100486755,0.2936049103736877,HBCA041,conch,0,1.0,200,human,breast,breast IDC
goblet cell.,463,coordinate,0.7582569718360901,0.3170255422592163,HBCA041,conch,0,1.0,200,human,breast,breast IDC
goblet cell.,463,image,0.9905973076820374,0.0925611406564712,HBCA041,conch,0,1.0,200,human,breast,breast IDC
goblet cell.,463,spatial_knn,0.8857298493385315,0.2463997304439544,HBCA041,conch,0,1.0,200,human,breast,breast IDC
macrophage.,169,train_mean,0.4494018256664276,0.2696067094802856,HBCA041,conch,0,1.0,200,human,breast,breast IDC
macrophage.,169,coordinate,0.3894566893577575,0.3112182021141052,HBCA041,conch,0,1.0,200,human,breast,breast IDC
macrophage.,169,image,0.7763972878456116,0.1668932884931564,HBCA041,conch,0,1.0,200,human,breast,breast IDC
macrophage.,169,spatial_knn,0.3709031641483307,0.328543096780777,HBCA041,conch,0,1.0,200,human,breast,breast IDC
mammary alveolar cell.,61,train_mean,0.9421945214271544,0.2408301830291748,HBCA041,conch,0,1.0,200,human,breast,breast IDC
mammary alveolar cell.,61,coordinate,0.9412215352058412,0.2219741195440292,HBCA041,conch,0,1.0,200,human,breast,breast IDC
mammary alveolar cell.,61,image,0.9501506686210632,0.1903111189603805,HBCA041,conch,0,1.0,200,human,breast,breast IDC
mammary alveolar cell.,61,spatial_knn,0.9501041769981384,0.2052437216043472,HBCA041,conch,0,1.0,200,human,breast,breast IDC
secretory cell.,273,train_mean,0.9207438826560974,0.2177390307188034,HBCA041,conch,0,1.0,200,human,breast,breast IDC
secretory cell.,273,coordinate,0.8574561476707458,0.2304621338844299,HBCA041,conch,0,1.0,200,human,breast,breast IDC
secretory cell.,273,image,0.9852318167686462,0.1007304489612579,HBCA041,conch,0,1.0,200,human,breast,breast IDC
secretory cell.,273,spatial_knn,0.9539439082145692,0.1496407687664032,HBCA041,conch,0,1.0,200,human,breast,breast IDC
smooth muscle cell.,33,train_mean,0.5691673755645752,0.2456813752651214,HBCA041,conch,0,1.0,200,human,breast,breast IDC
smooth muscle cell.,33,coordinate,0.6237701773643494,0.2508054077625274,HBCA041,conch,0,1.0,200,human,breast,breast IDC
smooth muscle cell.,33,image,0.747033953666687,0.1853027790784835,HBCA041,conch,0,1.0,200,human,breast,breast IDC
smooth muscle cell.,33,spatial_knn,0.5394092202186584,0.2856580018997192,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stratified epithelial cell.,60,train_mean,0.8587309718132019,0.2157262861728668,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stratified epithelial cell.,60,coordinate,0.7718632221221924,0.2466391921043396,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stratified epithelial cell.,60,image,0.9657092094421388,0.1071978732943534,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stratified epithelial cell.,60,spatial_knn,0.8907707929611206,0.1833579540252685,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stromal cell.,24,train_mean,0.5945406556129456,0.2453192919492721,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stromal cell.,24,coordinate,0.6851039528846741,0.2540175318717956,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stromal cell.,24,image,0.7974157333374023,0.1827169507741928,HBCA041,conch,0,1.0,200,human,breast,breast IDC
stromal cell.,24,spatial_knn,0.5502962470054626,0.297333687543869,HBCA041,conch,0,1.0,200,human,breast,breast IDC
tracheal goblet cell.,26,train_mean,0.8369458317756653,0.2789989113807678,HBCA041,conch,0,1.0,200,human,breast,breast IDC
tracheal goblet cell.,26,coordinate,0.7638048529624939,0.2954904735088348,HBCA041,conch,0,1.0,200,human,breast,breast IDC
tracheal goblet cell.,26,image,0.9682750701904296,0.1334917992353439,HBCA041,conch,0,1.0,200,human,breast,breast IDC
tracheal goblet cell.,26,spatial_knn,0.8918498158454895,0.2247361987829208,HBCA041,conch,0,1.0,200,human,breast,breast IDC
B cell.,53,train_mean,0.236570119857788,0.318690687417984,HBCA041,conch,1,1.0,200,human,breast,breast IDC
B cell.,53,coordinate,0.5218858122825623,0.2455432116985321,HBCA041,conch,1,1.0,200,human,breast,breast IDC
B cell.,53,image,0.7768674492835999,0.117911472916603,HBCA041,conch,1,1.0,200,human,breast,breast IDC
B cell.,53,spatial_knn,0.2045895457267761,0.3595620691776275,HBCA041,conch,1,1.0,200,human,breast,breast IDC
T cell.,76,train_mean,0.215188592672348,0.3217146396636963,HBCA041,conch,1,1.0,200,human,breast,breast IDC
T cell.,76,coordinate,0.5935293436050415,0.219837874174118,HBCA041,conch,1,1.0,200,human,breast,breast IDC
T cell.,76,image,0.8046647310256958,0.128742977976799,HBCA041,conch,1,1.0,200,human,breast,breast IDC
T cell.,76,spatial_knn,0.1979344189167022,0.3347778916358948,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell of epidermis.,59,train_mean,0.365635335445404,0.3328795433044433,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell of epidermis.,59,coordinate,0.2612580955028534,0.3400130867958069,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell of epidermis.,59,image,0.5334348678588867,0.257778912782669,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell of epidermis.,59,spatial_knn,0.4615829885005951,0.3330185115337372,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell.,52,train_mean,0.6204054355621338,0.268300712108612,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell.,52,coordinate,0.3413091003894806,0.3391476273536682,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell.,52,image,0.7317924499511719,0.2265501320362091,HBCA041,conch,1,1.0,200,human,breast,breast IDC
basal cell.,52,spatial_knn,0.6609980463981628,0.2537549436092376,HBCA041,conch,1,1.0,200,human,breast,breast IDC
ciliated cell.,57,train_mean,0.8710081577301025,0.21059350669384,HBCA041,conch,1,1.0,200,human,breast,breast IDC
ciliated cell.,57,coordinate,0.2361964285373687,0.4063214361667633,HBCA041,conch,1,1.0,200,human,breast,breast IDC
ciliated cell.,57,image,0.979613959789276,0.0912111923098564,HBCA041,conch,1,1.0,200,human,breast,breast IDC
ciliated cell.,57,spatial_knn,0.8180252909660339,0.2376624345779419,HBCA041,conch,1,1.0,200,human,breast,breast IDC
cultured cell.,430,train_mean,0.8706648945808411,0.2048382014036178,HBCA041,conch,1,1.0,200,human,breast,breast IDC
cultured cell.,430,coordinate,0.024802129715681,0.4551988840103149,HBCA041,conch,1,1.0,200,human,breast,breast IDC
cultured cell.,430,image,0.9726135730743408,0.1101065576076507,HBCA041,conch,1,1.0,200,human,breast,breast IDC
cultured cell.,430,spatial_knn,0.7391131520271301,0.2655225098133087,HBCA041,conch,1,1.0,200,human,breast,breast IDC
endothelial cell.,184,train_mean,0.2656914591789245,0.3330486714839935,HBCA041,conch,1,1.0,200,human,breast,breast IDC
endothelial cell.,184,coordinate,0.5910163521766663,0.2338339239358902,HBCA041,conch,1,1.0,200,human,breast,breast IDC
endothelial cell.,184,image,0.7295883893966675,0.191385343670845,HBCA041,conch,1,1.0,200,human,breast,breast IDC
endothelial cell.,184,spatial_knn,0.3214115798473358,0.3221829533576965,HBCA041,conch,1,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,23,train_mean,0.917802631855011,0.1265473216772079,HBCA041,conch,1,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,23,coordinate,0.3482834696769714,0.3115721642971039,HBCA041,conch,1,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,23,image,0.9377472996711732,0.1127158254384994,HBCA041,conch,1,1.0,200,human,breast,breast IDC
epithelial cell of lower respiratory tract.,23,spatial_knn,0.8897008299827576,0.1552653014659881,HBCA041,conch,1,1.0,200,human,breast,breast IDC
fibroblast.,452,train_mean,0.4580970406532287,0.3330573141574859,HBCA041,conch,1,1.0,200,human,breast,breast IDC
fibroblast.,452,coordinate,0.8052040338516235,0.2176785469055175,HBCA041,conch,1,1.0,200,human,breast,breast IDC
fibroblast.,452,image,0.9215336441993712,0.1478807628154754,HBCA041,conch,1,1.0,200,human,breast,breast IDC
fibroblast.,452,spatial_knn,0.5658547282218933,0.298984169960022,HBCA041,conch,1,1.0,200,human,breast,breast IDC
goblet cell.,235,train_mean,0.8804647326469421,0.2556948065757751,HBCA041,conch,1,1.0,200,human,breast,breast IDC
goblet cell.,235,coordinate,0.2095924466848373,0.4658146202564239,HBCA041,conch,1,1.0,200,human,breast,breast IDC
goblet cell.,235,image,0.9861565828323364,0.1075496822595596,HBCA041,conch,1,1.0,200,human,breast,breast IDC
goblet cell.,235,spatial_knn,0.7898426651954651,0.2965075373649597,HBCA041,conch,1,1.0,200,human,breast,breast IDC
macrophage.,197,train_mean,0.2831317186355591,0.315355509519577,HBCA041,conch,1,1.0,200,human,breast,breast IDC
macrophage.,197,coordinate,0.8358486890792847,0.1426670402288437,HBCA041,conch,1,1.0,200,human,breast,breast IDC
macrophage.,197,image,0.7620630860328674,0.1679717153310775,HBCA041,conch,1,1.0,200,human,breast,breast IDC
macrophage.,197,spatial_knn,0.3524319231510162,0.2996888756752014,HBCA041,conch,1,1.0,200,human,breast,breast IDC
mammary alveolar cell.,36,train_mean,0.9541310667991638,0.1967162638902664,HBCA041,conch,1,1.0,200,human,breast,breast IDC
mammary alveolar cell.,36,coordinate,0.5794848799705505,0.3419294357299804,HBCA041,conch,1,1.0,200,human,breast,breast IDC
mammary alveolar cell.,36,image,0.9089457988739014,0.2112714648246765,HBCA041,conch,1,1.0,200,human,breast,breast IDC
mammary alveolar cell.,36,spatial_knn,0.921747386455536,0.1956998109817505,HBCA041,conch,1,1.0,200,human,breast,breast IDC
secretory cell.,184,train_mean,0.945310354232788,0.1679936647415161,HBCA041,conch,1,1.0,200,human,breast,breast IDC
secretory cell.,184,coordinate,0.3898201286792755,0.3715705573558807,HBCA041,conch,1,1.0,200,human,breast,breast IDC
secretory cell.,184,image,0.983674168586731,0.0980694517493248,HBCA041,conch,1,1.0,200,human,breast,breast IDC
secretory cell.,184,spatial_knn,0.8644163012504578,0.2111069411039352,HBCA041,conch,1,1.0,200,human,breast,breast IDC
smooth muscle cell.,31,train_mean,0.4320913553237915,0.2923917174339294,HBCA041,conch,1,1.0,200,human,breast,breast IDC
smooth muscle cell.,31,coordinate,0.5551564693450928,0.242961972951889,HBCA041,conch,1,1.0,200,human,breast,breast IDC
smooth muscle cell.,31,image,0.7566072344779968,0.1776597499847412,HBCA041,conch,1,1.0,200,human,breast,breast IDC
smooth muscle cell.,31,spatial_knn,0.5818057060241699,0.2510575950145721,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stratified epithelial cell.,49,train_mean,0.8593980073928833,0.1675682067871093,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stratified epithelial cell.,49,coordinate,0.2426519095897674,0.3430714011192322,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stratified epithelial cell.,49,image,0.9574679136276244,0.099928393959999,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stratified epithelial cell.,49,spatial_knn,0.7526180744171143,0.2189422696828842,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stromal cell.,71,train_mean,0.4455059170722961,0.3029248416423797,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stromal cell.,71,coordinate,0.7555885910987854,0.1993498653173446,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stromal cell.,71,image,0.8702437877655029,0.1558525264263153,HBCA041,conch,1,1.0,200,human,breast,breast IDC
stromal cell.,71,spatial_knn,0.5448318719863892,0.2804504930973053,HBCA041,conch,1,1.0,200,human,breast,breast IDC
T cell.,105,train_mean,0.2100357711315155,0.3241807520389557,HBCA041,conch,2,1.0,200,human,breast,breast IDC
T cell.,105,coordinate,0.4453644752502441,0.2619660496711731,HBCA041,conch,2,1.0,200,human,breast,breast IDC
T cell.,105,image,0.7225345969200134,0.1545664072036743,HBCA041,conch,2,1.0,200,human,breast,breast IDC
T cell.,105,spatial_knn,0.3965435624122619,0.2643326818943023,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell of epidermis.,33,train_mean,0.3590528070926666,0.3372130095958709,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell of epidermis.,33,coordinate,0.3070875108242035,0.3315659463405609,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell of epidermis.,33,image,0.6152324080467224,0.2402280271053314,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell of epidermis.,33,spatial_knn,0.4047694504261017,0.3218498229980469,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell.,55,train_mean,0.5752481818199158,0.2846613824367523,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell.,55,coordinate,0.4475862979888916,0.3074177801609039,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell.,55,image,0.7118209600448608,0.2367855459451675,HBCA041,conch,2,1.0,200,human,breast,breast IDC
basal cell.,55,spatial_knn,0.5789262056350708,0.2771812975406647,HBCA041,conch,2,1.0,200,human,breast,breast IDC
ciliated cell.,74,train_mean,0.8397222757339478,0.2518278658390045,HBCA041,conch,2,1.0,200,human,breast,breast IDC
ciliated cell.,74,coordinate,0.5992869138717651,0.347696453332901,HBCA041,conch,2,1.0,200,human,breast,breast IDC
ciliated cell.,74,image,0.9605389833450316,0.1260959953069687,HBCA041,conch,2,1.0,200,human,breast,breast IDC
ciliated cell.,74,spatial_knn,0.6671396493911743,0.3249975442886352,HBCA041,conch,2,1.0,200,human,breast,breast IDC
cultured cell.,459,train_mean,0.857006311416626,0.2347947210073471,HBCA041,conch,2,1.0,200,human,breast,breast IDC
cultured cell.,459,coordinate,0.5579949617385864,0.3482907116413116,HBCA041,conch,2,1.0,200,human,breast,breast IDC
cultured cell.,459,image,0.9670421481132508,0.1284533590078354,HBCA041,conch,2,1.0,200,human,breast,breast IDC
cultured cell.,459,spatial_knn,0.6738874316215515,0.3122723698616028,HBCA041,conch,2,1.0,200,human,breast,breast IDC
endothelial cell.,137,train_mean,0.2584455907344818,0.3363515734672546,HBCA041,conch,2,1.0,200,human,breast,breast IDC
endothelial cell.,137,coordinate,0.4286805689334869,0.2769542038440704,HBCA041,conch,2,1.0,200,human,breast,breast IDC
endothelial cell.,137,image,0.7276159524917603,0.1929481476545334,HBCA041,conch,2,1.0,200,human,breast,breast IDC
endothelial cell.,137,spatial_knn,0.4095721244812011,0.2830526530742645,HBCA041,conch,2,1.0,200,human,breast,breast IDC
