sample,encoder,seed,split_axis,split_side,ratio,model,gene_set,n_train,n_test,n_genes,pearson_gene_macro,spearman_gene_macro,r2_gene_macro,rmse_log1p,mae_log1p,pearson_cell_macro,sensitivity_gene_macro,specificity_gene_macro,balanced_accuracy_gene_macro,f1_gene_macro,auprc_gene_macro
HHDX011,conch,1,y,high,1.0,spatial_knn,top50_hvg,8948,2400,50,0.0012420580186881,-0.001566619523266,-0.2938928591459989,0.6431277990341187,0.4238843023777008,0.4222413635250928,0.2757193622174043,0.7286529662056916,0.5021861642115479,0.2360756377360723,0.2876955172440219
HHDX011,conch,1,y,high,1.0,spatial_knn,top200_hvg,8948,2400,200,-0.0001148162119352,-0.0002169655699945,-0.3813824358209967,0.3713981807231903,0.1672087460756302,0.4483592298232763,0.0712930144258006,0.9296908728004512,0.5004919436131259,0.0620286205594517,0.11745100636419
HHDX011,conch,1,y,high,1.0,spatial_knn,marker_hvg_overlap,8948,2400,170,0.0007477108716985,0.0002809488882712,-0.2885857653749339,0.3789353370666504,0.1677907109260559,0.4616163953182277,0.0660904607132023,0.9350585932870488,0.5005745270001256,0.0585760235607918,0.117586198481293
HHDX011,conch,2,x,low,0.05,train_mean,top50_hvg,446,2400,50,-1.0633497457490649e-06,,-0.0090096182149272,0.5014491677284241,0.3646308481693268,0.6752747853066391,0.18,0.82,0.5,0.1451177623665971,0.3205916666666667
HHDX011,conch,2,x,low,0.05,train_mean,top200_hvg,446,2400,200,-2.5904257448639e-07,,-0.004847139591109,0.2950272560119629,0.1443876773118972,0.6807492775014786,0.045,0.955,0.5,0.0362794405916492,0.11976875
HHDX011,conch,2,x,low,0.05,train_mean,marker_hvg_overlap,446,2400,169,-3.0231914833729705e-07,,-0.0048632435176193,0.2990195751190185,0.1446032673120498,0.6965126451731097,0.0414201183431952,0.9585798816568049,0.5,0.0343864848350801,0.1190532544378698
HHDX011,conch,2,x,low,0.05,coordinate,top50_hvg,446,2400,50,0.1067651937669143,0.0875793569957236,-0.0011309927201364,0.491321861743927,0.3723191022872925,0.6828677761841937,0.2426335997935579,0.7748560621146029,0.5087448309540804,0.1988716006043639,0.3561348807432827
HHDX011,conch,2,x,low,0.05,coordinate,top200_hvg,446,2400,200,0.0495228384148504,0.0405623983224329,-0.0207551369549764,0.2915222644805908,0.1526990830898285,0.6844564323080946,0.0606583999483894,0.9437140155286506,0.5021862077385201,0.0497179001510909,0.1415432856947626
HHDX011,conch,2,x,low,0.05,coordinate,marker_hvg_overlap,446,2400,169,0.0493143544209977,0.0390300178059746,-0.0207551175736362,0.2949674725532532,0.1532876193523407,0.6996590238437541,0.0599633410388771,0.9451817638194512,0.5025725524291641,0.0502877956747806,0.1410910392418222
HHDX011,conch,2,x,low,0.05,image,top50_hvg,446,2400,50,0.1948041568603366,0.1769769505690953,-0.1083840724825859,0.4778580665588379,0.356166124343872,0.6684901238328409,0.3589338035293529,0.7620369498403078,0.5604853766848301,0.362554507047072,0.3929274017226586
HHDX011,conch,2,x,low,0.05,image,top200_hvg,446,2400,200,0.0774632513293681,0.067531218125251,-0.2070735171064734,0.2938385605812073,0.1688437312841415,0.6541972215515367,0.0976122999361297,0.937954336639781,0.5177833182879554,0.1023903402453346,0.1528964499833663
HHDX011,conch,2,x,low,0.05,image,marker_hvg_overlap,446,2400,169,0.0788704987037995,0.0676437082217886,-0.2006622171304987,0.2943390309810638,0.1682637929916381,0.6732462876373999,0.0962332320819149,0.9402645658856906,0.5182488989838029,0.1015511341685187,0.1527132253506418
HHDX011,conch,2,x,low,0.05,spatial_knn,top50_hvg,446,2400,50,0.0562143268482759,0.0461059650051805,-0.1102571299485862,0.516560435295105,0.3835023939609527,0.6617501967570327,0.3475381846538116,0.6768124111720948,0.5121752979129532,0.2933254598252104,0.3395032819217329
HHDX011,conch,2,x,low,0.05,spatial_knn,top200_hvg,446,2400,200,0.0215338006699987,0.0173842660513296,-0.1268864088482223,0.3068994581699371,0.1569630205631256,0.6632550321843398,0.0883063166215074,0.917435703682254,0.5028710101518807,0.0744249326405992,0.1256495702360344
HHDX011,conch,2,x,low,0.05,spatial_knn,marker_hvg_overlap,446,2400,169,0.0224339268748245,0.0176683108456229,-0.1242972215880039,0.3105312287807464,0.157287985086441,0.680940002545946,0.0898091531369916,0.9159435986085304,0.502876375872761,0.0743080827585905,0.1248555368664821
HHDX011,conch,2,x,low,0.1,train_mean,top50_hvg,893,2400,50,-4.667452340711975e-07,,-0.0032552717557564,0.5002036690711975,0.3661065697669983,0.6761416054286095,0.18,0.82,0.5,0.1451177623665971,0.3205916666666667
HHDX011,conch,2,x,low,0.1,train_mean,top200_hvg,893,2400,200,-8.739546433763486e-08,,-0.0027746046592562,0.2944451570510864,0.145480141043663,0.6815066571857581,0.045,0.955,0.5,0.0362794405916492,0.11976875
HHDX011,conch,2,x,low,0.1,train_mean,marker_hvg_overlap,893,2400,169,-1.7683672401612294e-07,,-0.002779609145053,0.2984665036201477,0.1460421830415725,0.6971776944652326,0.0414201183431952,0.9585798816568049,0.5,0.0343864848350801,0.1190532544378698
HHDX011,conch,2,x,low,0.1,coordinate,top50_hvg,893,2400,50,0.130978092639707,0.102809338453872,0.0091911998123396,0.4866219460964203,0.3593498170375824,0.685194598335244,0.252608315846896,0.7733621150188946,0.5129852154328954,0.2090525182789366,0.3617433768946925
HHDX011,conch,2,x,low,0.1,coordinate,top200_hvg,893,2400,200,0.0664299253507488,0.0535520003358326,-0.0123501371026759,0.2891892194747925,0.1460765302181244,0.6873858585343472,0.063152078961724,0.9433405287547236,0.5032463038582238,0.0522631295697341,0.1465927840818763
HHDX011,conch,2,x,low,0.1,coordinate,marker_hvg_overlap,893,2400,169,0.0683534799022951,0.0539072307913266,-0.0128665174392336,0.2925802171230316,0.147098496556282,0.7028311317777722,0.0636057517582332,0.9437993974146798,0.5037025745864566,0.0534301797308664,0.1468298341990827
HHDX011,conch,2,x,low,0.1,image,top50_hvg,893,2400,50,0.2349047662690281,0.2110208603049756,0.0096778436657041,0.4500944912433624,0.3344972133636474,0.6998115172936378,0.3535178576114209,0.7808739428499467,0.5671959002306839,0.3571802515000255,0.4138342131253263
HHDX011,conch,2,x,low,0.1,image,top200_hvg,893,2400,200,0.1026263950177235,0.0880968814870444,-0.1132331038557458,0.2776269316673279,0.1535832285881042,0.6873981139195773,0.0925532160809558,0.944430855292021,0.5184920356864885,0.0959245882966337,0.1644034610776049
HHDX011,conch,2,x,low,0.1,image,marker_hvg_overlap,893,2400,169,0.1066238691213336,0.0902873539410934,-0.0999486091196779,0.2781617641448974,0.153439849615097,0.7054805873609924,0.0923559255914491,0.9450739917595218,0.5187149586754854,0.0951337486035941,0.1651459047030321
HHDX011,conch,2,x,low,0.1,spatial_knn,top50_hvg,893,2400,50,0.1075506338686682,0.0935229096951901,-0.0726823186990805,0.5040416121482849,0.3623005151748657,0.6716565058150931,0.3061468127919401,0.7321373213223468,0.5191420670571435,0.2796093578198046,0.3545088702060741
HHDX011,conch,2,x,low,0.1,spatial_knn,top200_hvg,893,2400,200,0.0476088440509989,0.0426305339188472,-0.1084108596405712,0.3001917600631714,0.1466151922941208,0.6701930834743325,0.0775516604629423,0.9323642507569264,0.5049579556099343,0.071040515211902,0.1334279445872976
HHDX011,conch,2,x,low,0.1,spatial_knn,marker_hvg_overlap,893,2400,169,0.0481841989731529,0.0423430234951631,-0.1118645223970773,0.3030853867530823,0.1474680304527282,0.6873467734183456,0.0774349312213977,0.9334781722351276,0.5054565517282626,0.070683918396649,0.1335562058583901
HHDX011,conch,2,x,low,0.25,train_mean,top50_hvg,2232,2400,50,9.683686316819265e-07,,-0.0041577308224987,0.5003527998924255,0.3654287457466125,0.6756960703631921,0.18,0.82,0.5,0.1451177623665971,0.3205916666666667
HHDX011,conch,2,x,low,0.25,train_mean,top200_hvg,2232,2400,200,2.7298917801621416e-07,,-0.0028510957535729,0.2945187091827392,0.1446079760789871,0.6812647020868584,0.045,0.955,0.5,0.0362794405916492,0.11976875
HHDX011,conch,2,x,low,0.25,train_mean,marker_hvg_overlap,2232,2400,169,3.1044347405965724e-07,,-0.0028889216486258,0.2985590398311615,0.1451173573732376,0.6969654196534733,0.0414201183431952,0.9585798816568049,0.5,0.0343864848350801,0.1190532544378698
HHDX011,conch,2,x,low,0.25,coordinate,top50_hvg,2232,2400,50,0.1213914998620748,0.0970168392290846,-0.0004568560578627,0.4933434128761291,0.3591283559799194,0.6863691887607759,0.2388332088616964,0.7846593495559943,0.5117462792088453,0.1982256284900812,0.3613082128767041
HHDX011,conch,2,x,low,0.25,coordinate,top200_hvg,2232,2400,200,0.0666891002090415,0.0534002320398007,-0.0064237945310492,0.2915209531784057,0.1466367989778518,0.6890402801761714,0.0597083022154241,0.9461648373889986,0.5029365698022112,0.0495564071225203,0.1437718081698509
HHDX011,conch,2,x,low,0.25,coordinate,marker_hvg_overlap,2232,2400,169,0.0679757102749437,0.053915242546604,-0.006579485784765,0.2952070832252502,0.1474125981330871,0.7043185398848194,0.0590997696823231,0.9475899189600832,0.5033448443212033,0.0499701437111091,0.1436128468984341
HHDX011,conch,2,x,low,0.25,image,top50_hvg,2232,2400,50,0.2773848608136177,0.2449021051897588,0.0852358126733452,0.4326117038726806,0.3207932412624359,0.7171439355718515,0.3186540363066807,0.8265486621975096,0.572601349252095,0.3357473816423836,0.4373802417965421
HHDX011,conch,2,x,low,0.25,image,top200_hvg,2232,2400,200,0.1274946167499001,0.1068732690138414,-0.0303124785909312,0.2669108808040619,0.141068547964096,0.7084590316142324,0.0838999021385472,0.9563634452434115,0.5201316736909795,0.0890924875113192,0.1758168531670349
HHDX011,conch,2,x,low,0.25,image,marker_hvg_overlap,2232,2400,169,0.1303081950477597,0.1076949684930818,-0.0169964867486265,0.2674040198326111,0.1407375335693359,0.7248282163802651,0.083539663225815,0.9578380651964756,0.5206888642111455,0.088988532988803,0.1761506664138442
HHDX011,conch,2,x,low,0.25,spatial_knn,top50_hvg,2232,2400,50,0.093325748774223,0.0820449329309119,-0.0731577627221122,0.5025745630264282,0.3606140613555908,0.665922115015516,0.2954029660304565,0.7422304431272715,0.5188167045788641,0.2816024103351491,0.3540432341760355
HHDX011,conch,2,x,low,0.25,spatial_knn,top200_hvg,2232,2400,200,0.0424218201112514,0.0379117526177073,-0.0950675113650504,0.2999651432037353,0.1462919265031814,0.6654865309536884,0.077996891841266,0.9328485269051718,0.505422709373219,0.0741666418729458,0.1313308231983763
HHDX011,conch,2,x,low,0.25,spatial_knn,marker_hvg_overlap,2232,2400,169,0.0469476100480393,0.0417752121594609,-0.0944502721278867,0.3033765852451324,0.1463645845651626,0.6832281954576683,0.0737627556837165,0.9364027222308854,0.5050827389573009,0.0711318431674647,0.1310688816950218
HHDX011,conch,2,x,low,1.0,train_mean,top50_hvg,8928,2400,50,4.789204770005995e-07,,-0.0036363007060663,0.5002087354660034,0.3657086491584778,0.675844819213744,0.18,0.82,0.5,0.1451177623665971,0.3205916666666667
HHDX011,conch,2,x,low,1.0,train_mean,top200_hvg,8928,2400,200,1.4908847161709818e-07,,-0.002788907881229,0.294443815946579,0.1448932737112045,0.6814093172600026,0.045,0.955,0.5,0.0362794405916492,0.11976875
HHDX011,conch,2,x,low,1.0,train_mean,marker_hvg_overlap,8928,2400,169,4.778050706699349e-08,,-0.0028239467925667,0.2984852790832519,0.1452580392360687,0.6970887978509673,0.0414201183431952,0.9585798816568049,0.5,0.0343864848350801,0.1190532544378698
HHDX011,conch,2,x,low,1.0,coordinate,top50_hvg,8928,2400,50,0.1112778279109625,0.096722885336087,0.002513631239999,0.4982795715332031,0.3636364936828613,0.6867796472852206,0.2209611313211436,0.8026680520532133,0.5118145916871785,0.1920774356701179,0.3616365368948349
HHDX011,conch,2,x,low,1.0,coordinate,top200_hvg,8928,2400,200,0.0700847572344667,0.0586499558002475,-0.0184796674003126,0.2934841215610504,0.149789422750473,0.6895934717932445,0.0552402828302859,0.9506670130133034,0.5029536479217946,0.0480193589175294,0.1465309110155555
HHDX011,conch,2,x,low,1.0,coordinate,marker_hvg_overlap,8928,2400,169,0.0732839382705152,0.0605646729550016,-0.0140249765605994,0.297495037317276,0.150320678949356,0.7048842851352431,0.0564501375491403,0.950019172223382,0.5032346548862611,0.0490735370876621,0.1465721643017488
HHDX011,conch,2,x,low,1.0,image,top50_hvg,8928,2400,50,0.3127944500744343,0.2757468836371749,0.1245879489183425,0.422938585281372,0.3148677945137024,0.731064485424237,0.3074360920883571,0.8364071840958909,0.5719216380921239,0.321515505213057,0.4568710763121315
HHDX011,conch,2,x,low,1.0,image,top200_hvg,8928,2400,200,0.1612982320447918,0.1347062642336,-0.0244117302407539,0.2613798677921295,0.1353130489587783,0.7234339920675847,0.0806382057232071,0.9588576158983712,0.5197479108107891,0.0847869184179596,0.1917110973782726
HHDX011,conch,2,x,low,1.0,image,marker_hvg_overlap,8928,2400,169,0.1650044907576035,0.1355620337938008,-0.0040664838150125,0.2618110179901123,0.1347474157810211,0.7392465628371186,0.0795634952973668,0.960675107613833,0.5201193014555999,0.0843837386266958,0.1923890642424811
HHDX011,conch,2,x,low,1.0,spatial_knn,top50_hvg,8928,2400,50,0.0938122547950479,0.0799413398853849,-0.0944550481438636,0.5115945935249329,0.356235146522522,0.6660339061911024,0.2754869440933551,0.7770490557726424,0.5262679999329988,0.2764967434512616,0.3492968812328026
HHDX011,conch,2,x,low,1.0,spatial_knn,top200_hvg,8928,2400,200,0.0326084756901415,0.0282360107865228,-0.0943015967891551,0.3030296862125397,0.1410185247659683,0.6636763330622246,0.0702412320542315,0.9438013749561796,0.5070213035052056,0.0704784600373226,0.1313734246331249
HHDX011,conch,2,x,low,1.0,spatial_knn,marker_hvg_overlap,8928,2400,169,0.0308309376234102,0.0258655092193157,-0.0913904683785678,0.3060232102870941,0.1408229619264602,0.6821686105943627,0.0693599204442752,0.9441457898107156,0.5067528551274956,0.0688249383924528,0.1305169681885483
HHDX011,conch,3,y,low,0.05,train_mean,top50_hvg,445,2400,50,-3.417637288549713e-07,,-0.0455882755004131,0.5023159980773926,0.3671377897262573,0.7298360149264519,0.18,0.82,0.5,0.1506107620366943,0.3331083333333333
HHDX011,conch,3,y,low,0.05,train_mean,top200_hvg,445,2400,200,-6.861636379085211e-08,,-0.0164639784195546,0.2928338944911957,0.1450312882661819,0.7237533500909099,0.045,0.955,0.5,0.0376526905091735,0.1226208333333333
HHDX011,conch,3,y,low,0.05,train_mean,marker_hvg_overlap,445,2400,170,-1.028002441342203e-09,,-0.0125825890830753,0.2980479896068573,0.1452671140432357,0.7423398447628458,0.0411764705882352,0.9588235294117649,0.5,0.0358770913943442,0.1230294117647059
HHDX011,conch,3,y,low,0.05,coordinate,top50_hvg,445,2400,50,0.0017262630019104,0.0033506249852445,-0.051636077586445,0.5033178329467773,0.3512713611125946,0.7294433679139685,0.1729321025090316,0.8284618797170299,0.5006969911130308,0.1536019478879272,0.3308910634189233
HHDX011,conch,3,y,low,0.05,coordinate,top200_hvg,445,2400,200,-0.0005788389719964,0.0001148253875151,-0.0481086965400754,0.294479489326477,0.1372098624706268,0.7196522640708497,0.0432330256272579,0.9571154699292574,0.5001742477782577,0.0384004869719818,0.1232270292325223
HHDX011,conch,3,y,low,0.05,coordinate,marker_hvg_overlap,445,2400,170,-0.0015779770107816,-0.0009678558057381,-0.0434863960318205,0.2995009124279022,0.137457475066185,0.738083322980542,0.0429044251329337,0.9575119210007128,0.5002081730668232,0.0384194031506423,0.1234797140541589
HHDX011,conch,3,y,low,0.05,image,top50_hvg,445,2400,50,0.1621851162612438,0.14872180343118,-0.3343937718123198,0.5044498443603516,0.3751290142536163,0.6732471330379927,0.3275063282671873,0.7584182755325376,0.5429623018998625,0.3354988073742658,0.3855389421124608
HHDX011,conch,3,y,low,0.05,image,top200_hvg,445,2400,200,0.0618080175012801,0.0561474816368275,-0.4549070385750383,0.3048721551895141,0.1771062463521957,0.6527486209235953,0.0856875538123899,0.935915199958269,0.5108013768853295,0.0898977284237624,0.143831735849537
HHDX011,conch,3,y,low,0.05,image,marker_hvg_overlap,445,2400,170,0.0629857175246904,0.0572469371568785,-0.3903131294666844,0.3078666627407074,0.1779612600803375,0.6748589595696595,0.0851255140875384,0.9360605385484192,0.5105930263179789,0.0894060824034695,0.1437944124644234
HHDX011,conch,3,y,low,0.05,spatial_knn,top50_hvg,445,2400,50,0.012573859438167,0.0079912118983905,-0.1187780186440795,0.514644980430603,0.3539130985736847,0.7167803107873595,0.2212058918792782,0.7837134250853274,0.5024596584823029,0.2217674798987476,0.3381044546015568
HHDX011,conch,3,y,low,0.05,spatial_knn,top200_hvg,445,2400,200,0.0019624847611893,0.0009175231904014,-0.1085467745398637,0.3015282452106476,0.1377627551555633,0.7053663320346129,0.0553014729698195,0.9459142738310276,0.5006078734004237,0.0554418699746869,0.1241137707785022
HHDX011,conch,3,y,low,0.05,spatial_knn,marker_hvg_overlap,445,2400,170,0.001348767647775,3.723607606733781e-05,-0.0997866959954776,0.3063461780548095,0.1377107501029968,0.7253280770330062,0.0530599257347417,0.9474671737054468,0.5002635497200943,0.0533333818428351,0.1242249660154731
HHDX011,conch,3,y,low,0.1,train_mean,top50_hvg,890,2400,50,-3.3265303882146215e-07,,-0.038419615353323,0.5029419660568237,0.3674574196338653,0.7294628240391978,0.18,0.82,0.5,0.1506107620366943,0.3331083333333333
HHDX011,conch,3,y,low,0.1,train_mean,top200_hvg,890,2400,200,-6.674416661051064e-08,,-0.0126664204947246,0.2930936813354492,0.144331693649292,0.7235805362623446,0.045,0.955,0.5,0.0376526905091735,0.1226208333333333
HHDX011,conch,3,y,low,0.1,train_mean,marker_hvg_overlap,890,2400,170,-1.4891335760896746e-08,,-0.0110452172973215,0.298517107963562,0.14473856985569,0.7416107111963726,0.0411764705882352,0.9588235294117649,0.5,0.0358770913943442,0.1230294117647059
HHDX011,conch,3,y,low,0.1,coordinate,top50_hvg,890,2400,50,-0.0009345213908818,-0.0012671053488509,-0.1096827923716046,0.511162519454956,0.3548051714897156,0.7263606255815854,0.174581720348916,0.8270869637478756,0.5008343420483959,0.1603904234798436,0.3287533270532631
HHDX011,conch,3,y,low,0.1,coordinate,top200_hvg,890,2400,200,-0.0034620951841498,-0.0034225287854582,-0.0544277250831146,0.2976045608520508,0.1392191499471664,0.7170838180666732,0.043645430087229,0.9567717409369688,0.500208585512099,0.0400976058699609,0.1224094852992965
HHDX011,conch,3,y,low,0.1,coordinate,marker_hvg_overlap,890,2400,170,-0.0036776574182166,-0.0036707150841989,-0.0552423750439415,0.3031332790851593,0.1402635723352432,0.7351756944594491,0.0424311870843656,0.95786187616705,0.5001465316257079,0.0397593126463462,0.1228987371471044
HHDX011,conch,3,y,low,0.1,image,top50_hvg,890,2400,50,0.2008307851478457,0.1823884873975174,-0.1818750846944749,0.4768027365207672,0.3506292998790741,0.7059687100460402,0.2945797516622699,0.8043862282334271,0.5494829899478485,0.313491639518861,0.4027850864315119
HHDX011,conch,3,y,low,0.1,image,top200_hvg,890,2400,200,0.0750399026095692,0.0676836379571711,-0.2227334485715255,0.2875982522964477,0.1586874127388,0.6883111800190272,0.0750000973095712,0.9503964441479692,0.5126982707287702,0.0808196836823056,0.1495107729847583
HHDX011,conch,3,y,low,0.1,image,marker_hvg_overlap,890,2400,170,0.0755410546911127,0.067639153192518,-0.1947000016513116,0.2904006838798523,0.1590060293674469,0.709287025128117,0.0729659482443962,0.951755160711375,0.5123605544778856,0.0792208242380961,0.1493643146060012
HHDX011,conch,3,y,low,0.1,spatial_knn,top50_hvg,890,2400,50,0.0050949161476455,0.0032931125541278,-0.115934614315629,0.5174819231033325,0.3573063910007477,0.7115311031958795,0.2312086371942207,0.768912827496492,0.5000607323453565,0.235777609263719,0.3352584291597957
HHDX011,conch,3,y,low,0.1,spatial_knn,top200_hvg,890,2400,200,0.0001844991168835,-0.0005320251320007,-0.1062601282878313,0.3029594719409942,0.1392039209604263,0.7002396557078742,0.0578173108137067,0.9421939362733216,0.5000056235435141,0.0589745227978574,0.1236011402389372
HHDX011,conch,3,y,low,0.1,spatial_knn,marker_hvg_overlap,890,2400,170,0.0021461961187487,0.0015086822316142,-0.1005996230236419,0.3078937828540802,0.1393426358699798,0.7200706745362015,0.0567121335736613,0.9430865748614896,0.4998993542175755,0.0586400137457057,0.1242277187256193
HHDX011,conch,3,y,low,0.25,train_mean,top50_hvg,2226,2400,50,1.1835272435689603e-06,,-0.0517420150821999,0.5061067938804626,0.3718472123146057,0.7288623381072029,0.18,0.82,0.5,0.1506107620366943,0.3331083333333333
HHDX011,conch,3,y,low,0.25,train_mean,top200_hvg,2226,2400,200,2.814240267201562e-07,,-0.0169745663073933,0.2944237887859344,0.1462799310684204,0.7231454043240269,0.045,0.955,0.5,0.0376526905091735,0.1226208333333333
HHDX011,conch,3,y,low,0.25,train_mean,marker_hvg_overlap,2226,2400,170,3.255118658043569e-07,,-0.0153055645647795,0.3000567257404327,0.1470105201005935,0.741306442263404,0.0411764705882352,0.9588235294117649,0.5,0.0358770913943442,0.1230294117647059
HHDX011,conch,3,y,low,0.25,coordinate,top50_hvg,2226,2400,50,0.0037539010192267,0.0035883092951884,-0.3225767313712276,0.5624980330467224,0.3687307238578796,0.703628561281204,0.1206396920835501,0.8791288072140117,0.499884249648781,0.1204972721236965,0.3310947816286176
HHDX011,conch,3,y,low,0.25,coordinate,top200_hvg,2226,2400,200,-0.0019355751281545,-0.0015243282538616,-0.1321112919614825,0.3203070759773254,0.1410471946001052,0.6966816107285316,0.0301599230208875,0.9697822018035028,0.4999710624121952,0.0301243180309241,0.1234187430583371
HHDX011,conch,3,y,low,0.25,coordinate,marker_hvg_overlap,2226,2400,170,-0.002674153708572,-0.0023910533434544,-0.1311086426220272,0.3274952471256256,0.1430675387382507,0.7167101416477424,0.0316091500728839,0.968164942873037,0.4998870464729604,0.0305459603521511,0.1234374597386848
HHDX011,conch,3,y,low,0.25,image,top50_hvg,2226,2400,50,0.2448292036540806,0.2216120431972764,-0.0878261241712607,0.4556490480899811,0.3402661383152008,0.7270385458201515,0.2994732681993292,0.8119406276890294,0.5557069479441794,0.3173819779861218,0.4250511431410947
HHDX011,conch,3,y,low,0.25,image,top200_hvg,2226,2400,200,0.1009785264391393,0.0910530191614003,-0.1730725030171743,0.2751522064208984,0.1474647670984268,0.7140136572291036,0.0752713484048943,0.9528232229658568,0.5140472856853756,0.0800855209006435,0.1614524398589826
HHDX011,conch,3,y,low,0.25,image,marker_hvg_overlap,2226,2400,170,0.1018213620311786,0.0912621884488944,-0.1207923283843282,0.2778595387935638,0.1476717740297317,0.7333157975729054,0.0715143408569719,0.9555484546894996,0.5135313977732358,0.0778884628253153,0.1613300516208156
HHDX011,conch,3,y,low,0.25,spatial_knn,top50_hvg,2226,2400,50,-0.005883198151132,-0.0056184559152165,-0.1369280834496021,0.5256291627883911,0.3516213297843933,0.7094532640156727,0.1926926924620297,0.8024171425033342,0.497554917482682,0.2021858155053088,0.3340650077087885
HHDX011,conch,3,y,low,0.25,spatial_knn,top200_hvg,2226,2400,200,0.0005849659082321,0.0009170215354081,-0.1050520305696409,0.3061493635177612,0.1354144215583801,0.6982143749187256,0.0482945295368638,0.950513992005913,0.4994042607713885,0.0507628020639579,0.1235891885376865
HHDX011,conch,3,y,low,0.25,spatial_knn,marker_hvg_overlap,2226,2400,170,-6.420416591550526e-05,0.0004279925565832,-0.1055494279970469,0.3116953074932098,0.1364719867706298,0.7181682811264988,0.0468178862146139,0.9520821620848792,0.4994500241497466,0.0497236665674122,0.1238616783786549
HHDX011,conch,3,y,low,1.0,train_mean,top50_hvg,8903,2400,50,-2.3861232939736965e-07,,-0.0461981647127868,0.5051557421684265,0.3709610104560852,0.7288555897896892,0.18,0.82,0.5,0.1506107620366943,0.3331083333333333
HHDX011,conch,3,y,low,1.0,train_mean,top200_hvg,8903,2400,200,-5.5456809697762574e-08,,-0.014590922794713,0.2939821183681488,0.1464502960443496,0.7232138109549548,0.045,0.955,0.5,0.0376526905091735,0.1226208333333333
HHDX011,conch,3,y,low,1.0,train_mean,marker_hvg_overlap,8903,2400,170,-8.757401563135446e-08,,-0.0125227382396067,0.2995426952838897,0.1471038460731506,0.7412889469866535,0.0411764705882352,0.9588235294117649,0.5,0.0358770913943442,0.1230294117647059
HHDX011,conch,3,y,low,1.0,coordinate,top50_hvg,8903,2400,50,-0.003043837074656,-0.0022087197598529,-0.6129993733763694,0.6240084171295166,0.3969053626060486,0.6210282108557154,0.1053552288784921,0.8926724304133046,0.4990138296458983,0.1014757080314562,0.3289173350891608
HHDX011,conch,3,y,low,1.0,coordinate,top200_hvg,8903,2400,200,-0.0060397108545294,-0.0062502540083359,-0.2136606986118613,0.3478062450885772,0.1479572355747223,0.627879204197099,0.026338807219623,0.9731681076033262,0.4997534574114746,0.025368927007864,0.1226286932898392
HHDX011,conch,3,y,low,1.0,coordinate,marker_hvg_overlap,8903,2400,170,-0.0068923831239397,-0.007027493493495,-0.2115975932063734,0.3558925986289978,0.150487944483757,0.655067996363131,0.030807106943006,0.9685607220746304,0.4996839145088182,0.0294991382253769,0.1223293418253919
HHDX011,conch,3,y,low,1.0,image,top50_hvg,8903,2400,50,0.2758506886055693,0.2504354431878735,-0.008871970444452,0.4485034644603729,0.3338037431240082,0.7427810473800377,0.2762594697814219,0.8387607010192647,0.5575100854003434,0.2989181730667938,0.44163804871733
HHDX011,conch,3,y,low,1.0,image,top200_hvg,8903,2400,200,0.1261262214783346,0.1116914926786697,-0.0698644734378467,0.2702661454677582,0.1400035172700882,0.7306169945594823,0.0692862011401237,0.9596513684541808,0.5144687847971522,0.0751407278817047,0.1726370187784084
HHDX011,conch,3,y,low,1.0,image,marker_hvg_overlap,8903,2400,170,0.1269298709648223,0.1117554299206385,-0.040347473179538,0.2733031213283539,0.1405925303697586,0.7482901224925157,0.0665159880812954,0.9614252986125182,0.5139706433469068,0.0732787787060691,0.1725266334433124
HHDX011,conch,3,y,low,1.0,spatial_knn,top50_hvg,8903,2400,50,-0.0098041397891938,-0.0108127762586247,-0.1337870982289314,0.5242729783058167,0.3542906045913696,0.7130740316206662,0.2148582777189033,0.7802662581667428,0.4975622679428231,0.2251319302337703,0.3322667944646654
HHDX011,conch,3,y,low,1.0,spatial_knn,top200_hvg,8903,2400,200,-0.0036523228816143,-0.003311293477289,-0.1096729943261016,0.3057124316692352,0.1370113641023636,0.7013706742168763,0.0538967900764626,0.9448596878864116,0.4993782389814371,0.056606593228112,0.1229154373621279
HHDX011,conch,3,y,low,1.0,spatial_knn,marker_hvg_overlap,8903,2400,170,-0.0046635856644483,-0.0042613612269336,-0.108970812128802,0.3109380304813385,0.1379943042993545,0.7213413580666185,0.0535995481297146,0.945468309931932,0.4995339290308234,0.0570713944625366,0.1232128957113018
HHDX011,ctranspath,0,x,high,0.05,train_mean,top50_hvg,446,2400,50,-8.443437401695064e-08,,-0.0137723508081035,0.4769745469093323,0.3565840125083923,0.7241367024307692,0.18,0.82,0.5,0.1447975962904332,0.3049083333333333
HHDX011,ctranspath,0,x,high,0.05,train_mean,top200_hvg,446,2400,200,-1.5291717151422192e-08,,-0.0077031987188092,0.2756686508655548,0.1398294121026992,0.713001436457079,0.045,0.955,0.5,0.0361993990726083,0.1094583333333333
HHDX011,ctranspath,0,x,high,0.05,train_mean,marker_hvg_overlap,446,2400,171,-1.5205129434549118e-07,,-0.008428082888979,0.2773587703704834,0.1387030184268951,0.731011248461801,0.0409356725146198,0.95906432748538,0.5,0.034069881841428,0.1072685185185185
